,shadow_instability_time
1073,999000000.0250221
1074,1000000000.0000002
1075,2145316.391871
1076,999000000.0237483
1077,40738030.583817884
1078,999999999.9999976
1079,1000000000.0000004
1080,1467817.6558367417
1081,1000000000.0
1082,5551085.98595179
1083,999000000.0182806
1084,999000000.0208493
1085,35383678.447047114
1086,999000000.028081
1087,999999999.9999993
1088,1000000000.0
1089,2115791.2733186474
1090,999000000.0163797
1091,999999999.9999987
1092,863792.9982323641
1093,999000000.0293654
1094,366126051.65105224
1095,999000000.0148925
1096,2081846.2926271744
1097,999000000.0098153
1098,4401306.975310212
1099,252999578.25579077
1100,999999999.9999998
1101,1000000000.0000002
1102,999999999.999998
1103,1528763.6432945873
1104,999000000.0320129
1105,999000000.0078286
1106,840564835.3647757
1107,764597.5130472155
1108,999999999.9999999
1109,999000000.0141053
1110,999000000.0245289
1111,999000000.0024862
1112,2462269.92254822
1113,124151687.83291346
1114,999000000.01708
1115,111060169.57313795
1116,1141406.4138284856
1117,372028.0244359292
1118,999999999.9999999
1119,456389981.1254448
1120,999000000.0319107
1121,999000000.0140038
1122,999000000.008848
1123,1388107.5039176857
1124,3627599.893318509
1125,1000000000.0
1126,999000000.0156716
1127,999999999.9999999
1128,999000000.0159838
1129,1000000000.0000006
1130,999999999.9999996
1131,999999999.999999
1132,1000000000.000001
1133,2110712.9654017687
1134,612878380.2447127
1135,1445224.061427303
1136,1000000000.0000005
1137,1000000000.0000004
1138,1000000000.0000013
1139,31728013.215868246
1140,999000000.014621
1141,5372581.811285351
1142,999000000.0055013
1143,999000000.0093726
1144,999000000.0052582
1145,1374555.973575744
1146,1000000000.0
1147,13212875.558558814
1148,999000000.0205367
1149,1000000000.0000011
1150,1000000000.0000008
1151,1264725.2104963064
1152,2310247.815762993
1153,999000000.013809
1154,999000000.0238941
1155,999000000.0321364
1156,1000000000.0000007
1157,1292850.668045401
1158,14323180.461024547
1159,7863203.08551493
1160,1000000000.0000005
1161,999999999.9999983
1162,999999999.9999988
1163,1000000000.0000004
1164,358868.5603563885
1165,999999999.9999986
1166,8064054.410459639
1167,1000000000.0
1168,1000000000.0000007
1169,999000000.0217656
1170,999999999.9999985
1171,269931728.8064891
1172,111751658.40804102
1173,1000000000.0000008
1174,1000000000.0
1175,1162324.8398291594
1176,999000000.0192574
1177,5657785.425176927
1178,999999999.9999995
1179,350684113.56829566
1180,1000000000.0000012
1181,1000000000.0
1182,15078051.328767816
1183,27792122.590855747
1184,999000000.0010041
1185,98942568.12296085
1186,13746756.807466984
1187,999999999.9999989
1188,999000000.0165081
1189,1000000000.0
1190,1000000000.0000008
1191,999000000.0106831
1192,304103941.5253102
1193,999000000.0124699
1194,999000000.0069579
1195,1000000000.0000004
1196,999000000.0174742
1197,8765722.629887877
1198,1000000000.0000007
1199,1974136.0480175295
1200,999000000.0190601
1201,6880251.266101586
1202,999000000.0234632
1203,616584.0027397489
1204,999000000.0009801
1205,1000000000.0000004
1206,999999999.9999999
1207,999000000.0263155
1208,1000000000.0
1209,999000000.0283939
1210,999000000.0322837
1211,999999999.9999985
1212,1431164.9712161983
1213,1603093.6304056873
1214,999999999.9999999
1215,30268463.24512106
1216,999000000.0057186
1217,999000000.004001
1218,999000000.0174906
1219,999000000.0305377
1220,999000000.0059642
1221,999999999.9999989
1222,1000000000.0000006
1223,999000000.0241673
1224,999999999.9999999
1225,5703667.9624011675
1226,1000000000.0000007
1227,452385691.20695
1228,999000000.0133111
1229,999000000.0186815
1230,999000000.0343786
1231,270492789.4624847
1232,1000000000.0000004
1233,1000000000.0000007
1234,999000000.023279
1235,1000000000.0000006
1236,1000000000.0000001
1237,999999999.9999998
1238,3391704.560235975
1239,999000000.0064775
1240,1000000000.0000004
1241,6721929.261499228
1242,999000000.0345094
1243,1000000000.0
1244,999999999.9999998
1245,999999999.9999999
1246,1000000000.0000005
1247,999999999.9999988
1248,1788410.0114166029
1249,4270065.841133694
1250,999000000.0237137
1251,1000000000.0000005
1252,23895440.054310538
1253,999000000.0250531
1254,999000000.0058912
1255,1000000000.0000014
1256,1000000000.0000017
1257,999000000.0060511
1258,999999999.9999993
1259,1000000000.0
1260,999000000.0265261
1261,465882.1075149904
1262,334471001.3149875
1263,999999999.9999998
1264,143979209.1486627
1265,70335161.83588216
1266,999999999.9999986
1267,999000000.0270122
1268,999999999.9999988
1269,999999999.9999995
1270,999999999.999999
1271,2470855.857769424
1272,1000000000.0000023
1273,23578671.806941137
1274,1450477.0604699387
1275,1000000000.0000002
1276,1523951.760556437
1277,1000000000.0
1278,999000000.0209605
1279,999000000.0271592
1280,1115148.351004925
1281,999000000.0331279
1282,999000000.0030658
1283,1000000000.0000006
1284,6827183.404540744
1285,999000000.0241951
1286,248381982.0007687
1287,999999999.9999993
1288,999000000.0093615
1289,1000000000.0000014
1290,999999999.9999993
1291,999000000.034626
1292,999999999.9999998
1293,1000000000.0000008
1294,999000000.0276632
1295,999999999.9999992
1296,999999999.9999992
1297,1000000000.0000002
1298,1000000000.0000002
1299,703877.804241449
1300,999999999.9999992
1301,9061614.165396288
1302,75798484.9166229
1303,1000000000.0000007
1304,999999999.9999994
1305,1000000000.0000001
1306,175099316.49357218
1307,999000000.0226214
1308,999000000.0002788
1309,999000000.0202868
1310,4905180.204183717
1311,4115432.6655881866
1312,999000000.0271537
1313,1000000000.000001
1314,1000000000.0000001
1315,999000000.012229
1316,1000000000.0000002
1317,999000000.0073458
1318,1576155.0462850474
1319,999000000.0148307
1320,12242281.844164673
1321,1000000000.0000008
1322,1000000000.0
1323,1000000000.0000014
1324,190383277.2113095
1325,999999999.9999994
1326,7584241.85605143
1327,1000000000.0000005
1328,5480408.476658667
1329,523371.1940870949
1330,999000000.0141615
1331,1000000000.0000014
1332,999000000.0134077
1333,999000000.0272161
1334,999000000.0016136
1335,1000000000.0000002
1336,999000000.024652
1337,1000000000.0000002
1338,1000000000.0000001
1339,999000000.0212497
1340,1000000000.0
1341,999000000.0077637
1342,999000000.0092453
1343,1000000000.000001
