,shadow_instability_time
1344,999000000.0045218
1345,3286515.5517879794
1346,4407764.352596357
1347,999000000.0138588
1348,1000000000.0000007
1349,999000000.0228374
1350,532610.5077763196
1351,999999999.9999999
1352,1000000000.0000007
1353,1000000000.0000001
1354,999000000.015883
1355,1898265.7819179408
1356,1000000000.0000001
1357,999000000.0111021
1358,999999999.9999994
1359,3320526.553493508
1360,1000000000.0000007
1361,1000000000.0000017
1362,2943430.2992823212
1363,809028.5998466563
1364,1000000000.0000007
1365,1000000000.0000015
1366,999000000.0278023
1367,1000000000.0000008
1368,3924257.563995676
1369,4181416.0965001844
1370,999000000.0254717
1371,999000000.0117075
1372,999000000.00213
1373,999000000.0218016
1374,5503877.999198539
1375,1000000000.0000002
1376,999000000.0149509
1377,1952155.9410727283
1378,999000000.0195148
1379,999999999.9999998
1380,11715909.261410058
1381,31596263.748750187
1382,999000000.0028749
1383,628951968.1837279
1384,1581502.7195029086
1385,3836400.949537997
1386,999000000.0068421
1387,6024467.315784682
1388,1000000000.0000005
1389,999999999.9999998
1390,999000000.0145248
1391,627805.82132228
1392,6961986.38731417
1393,999000000.0054376
1394,1000000000.000001
1395,999000000.0099193
1396,999000000.0164284
1397,999000000.0215011
1398,229478909.14401653
1399,8245532.8206825
1400,65017779.3680537
1401,11881032.429347696
1402,999000000.014597
1403,3838132.2436259165
1404,68114.90718860901
1405,999000000.0143722
1406,6965001.271375551
1407,670984.6353518568
1408,3365991.5399017064
1409,999000000.0237826
1410,1625842.2513598804
1411,999000000.0092041
1412,1000000000.0
1413,999000000.0062535
1414,999000000.00048
1415,999000000.0223026
1416,999999999.9999995
1417,999999999.9999998
1418,999000000.0184077
1419,999000000.0265331
1420,1000000000.0
1421,999999999.9999993
1422,266539925.61489516
1423,1000000000.0
1424,999000000.0064452
1425,999999999.9999982
1426,1000000000.0000012
1427,23560576.81737366
1428,2379837.712161711
1429,999000000.0066142
1430,1000000000.000001
1431,999000000.0137075
1432,1426209.0190622008
1433,999000000.021726
1434,999999999.9999987
1435,999999999.9999992
1436,1000000000.0000001
1437,999999999.9999989
1438,1000000000.0000001
1439,999000000.0325952
1440,999000000.0166537
1441,685353.9713552723
1442,1686464.1329527663
1443,64660493.57474018
1444,999000000.0302391
1445,999000000.0293089
1446,1000000000.0
1447,3841301.136932245
1448,551992.3987858687
1449,1000000000.0000007
1450,999999999.9999986
1451,133879120.52716221
1452,999000000.0275044
1453,999000000.0103955
1454,999000000.0247105
1455,999999999.9999995
1456,5569944.245909397
1457,1816783.0143565089
1458,999000000.0085609
1459,963031.0920234104
1460,1000000000.0000012
1461,878269.9287657832
1462,939085781.7712973
1463,5838375.215054295
1464,999000000.021716
1465,794264.8073137067
1466,72079246.58988272
1467,6018678.392898216
1468,999999999.9999996
1469,999000000.0024577
1470,1000000000.0000001
1471,1000000000.0000019
1472,1000000000.0000021
1473,999000000.012944
1474,999999999.9999992
1475,999000000.0150626
1476,999000000.0071645
1477,999000000.0231688
1478,646992.7869333293
1479,13200365.651714187
1480,8774187.592433875
1481,999000000.0132198
1482,542132.9763642268
1483,999000000.0248202
1484,1000000000.0000004
1485,444314239.3445491
1486,999999999.9999993
1487,1000000000.0000001
1488,167997703.76815936
1489,999000000.0058748
1490,999000000.0266845
1491,743906.0187430307
1492,547869.7369544975
1493,1000000000.0000007
1494,999999999.9999994
1495,999000000.0038805
1496,54068688.17598232
1497,999000000.0123283
1498,700884.8905126061
1499,526180745.99019337
