,runstring,m1,m2,m3
322,0000322.bin,5.562530020862941e-07,9.738421864740198e-07,3.523587661767843e-06
323,0000323.bin,1.9713369233232747e-06,5.335132880668627e-06,1.4145969853898238e-06
324,0000324.bin,7.749780194851373e-06,9.342703538179216e-07,6.98633400751e-06
325,0000325.bin,5.798135813357844e-07,1.249063967504294e-06,2.8047683141909795e-06
326,0000326.bin,1.4145969853898238e-06,3.6737720668107847e-07,8.596653553022548e-06
327,0000327.bin,1.4145969853898238e-06,1.7411008174728234e-07,1.8912321425672746e-06
328,0000328.bin,1.249063967504294e-06,5.448341985416864e-07,1.9713369233232747e-06
329,0000329.bin,2.9243147824366665e-07,3.1120613050698044e-07,4.159576774939019e-06
330,0000330.bin,1.3855580318720196e-06,3.829377874955686e-07,3.990553417410784e-06
331,0000331.bin,2.86355151547451e-06,2.690797258185451e-06,2.528465035642765e-06
332,0000332.bin,2.0126528119148433e-06,5.336498010569216e-07,5.335132880668627e-06
333,0000333.bin,7.914227022578627e-07,4.712032788488236e-07,6.042174849326863e-06
334,0000334.bin,1.6699243302983136e-06,2.635560369296196e-06,1.3567680284589805e-05
335,0000335.bin,2.3759261003461174e-06,3.381272525667451e-07,3.2430455498617646e-06
336,0000336.bin,6.844668951736863e-07,9.738421864740198e-07,5.118341096047452e-06
337,0000337.bin,1.126016203600804e-06,1.9308691704038435e-06,1.60206737455751e-06
338,0000338.bin,1.5691800147637062e-06,1.5691800147637062e-06,2.690797258185451e-06
339,0000339.bin,2.2325896362938236e-06,2.327152910311922e-06,1.8912321425672746e-06
340,0000340.bin,3.1120613050698044e-07,1.60206737455751e-06,2.4257214939716864e-06
341,0000341.bin,7.282246255065293e-06,8.963065126449606e-07,4.074188669447256e-06
342,0000342.bin,2.0548346116729805e-06,2.0979004706267447e-06,1.9713369233232747e-06
343,0000343.bin,9.939979323027255e-06,1.5054167789809606e-06,5.013271404317647e-06
344,0000344.bin,1.3855580318720196e-06,2.3759261003461174e-06,5.798135813357844e-07
345,0000345.bin,1.249063967504294e-06,5.919654935984706e-07,1.9308691704038435e-06
346,0000346.bin,1.635643997802941e-06,1.301969157203e-06,5.5611070696974504e-06
347,0000347.bin,8.779070650097647e-07,3.6737720668107847e-07,5.918140628680392e-06
348,0000348.bin,1.5369677691715684e-06,1.0366298713134508e-07,2.4257214939716864e-06
349,0000349.bin,3.11126520848e-06,1.635643997802941e-06,2.635560369296196e-06
350,0000350.bin,1.1029012581197255e-06,7.436772224253922e-07,8.963065126449606e-07
351,0000351.bin,1.1496155992553725e-06,7.134580852755099e-07,2.0548346116729805e-06
352,0000352.bin,1.852408786626157e-06,1.4145969853898238e-06,1.7771366208366078e-06
353,0000353.bin,4.911615031684707e-07,1.4745134698972549e-06,5.118341096047452e-06
354,0000354.bin,1.6024773043775295e-07,3.176472066414706e-06,2.1867588679967845e-06
355,0000355.bin,2.9848397281503923e-06,2.327152910311922e-06,1.2749160164328824e-05
356,0000356.bin,9.342703538179216e-07,1.036364690961039e-06,3.990553417410784e-06
357,0000357.bin,2.9848397281503923e-06,1.7406554263613921e-06,3.3110143009360785e-06
358,0000358.bin,2.3277483717723525e-07,1.3292562292477254e-06,1.3292562292477254e-06
359,0000359.bin,6.299707943997255e-07,4.614123183137255e-06,3.908635036132156e-06
360,0000360.bin,3.672832278942157e-06,2.86355151547451e-06,1.7771366208366078e-06
361,0000361.bin,3.380407562128235e-06,5.22694997724059e-07,1.1029012581197255e-06
362,0000362.bin,2.6914857673289025e-07,2.86355151547451e-06,4.159576774939019e-06
363,0000363.bin,2.864284228211569e-07,2.327152910311922e-06,4.7108274030745095e-06
364,0000364.bin,1.6699243302983136e-06,1.1029012581197255e-06,1.0799844763915491e-05
365,0000365.bin,8.596653553022548e-06,1.301969157203e-06,1.249063967504294e-06
366,0000366.bin,7.751763173860588e-07,1.1031834635502354e-07,2.327152910311922e-06
367,0000367.bin,1.9308691704038435e-06,8.080095838857058e-07,3.523587661767843e-06
368,0000368.bin,2.1867588679967845e-06,1.249063967504294e-06,1.149321516017745e-05
369,0000369.bin,7.436772224253922e-07,2.0126528119148433e-06,2.0979004706267447e-06
370,0000370.bin,1.5369677691715684e-06,6.844668951736863e-07,1.5369677691715684e-06
371,0000371.bin,7.751763173860588e-07,5.448341985416864e-07,3.380407562128235e-06
372,0000372.bin,4.712032788488236e-07,2.528465035642765e-06,1.1737095983385883e-06
373,0000373.bin,3.380407562128235e-06,5.22694997724059e-07,3.11126520848e-06
374,0000374.bin,1.7406554263613921e-06,1.5369677691715684e-06,4.246754470726274e-06
375,0000375.bin,7.436772224253922e-07,3.991574502349608e-07,4.519404114743726e-06
376,0000376.bin,2.233160901327098e-07,7.751763173860588e-07,5.225612870853725e-06
377,0000377.bin,1.8143823994598823e-06,1.6699243302983136e-06,2.279380940001432e-06
378,0000378.bin,1.635643997802941e-06,2.9243147824366665e-07,6.168808617484117e-06
379,0000379.bin,1.8143823994598823e-06,3.5244892615986273e-07,1.149321516017745e-05
380,0000380.bin,3.990553417410784e-06,2.4257214939716864e-06,1.8139182621840393e-05
381,0000381.bin,1.1029012581197255e-06,1.3292562292477254e-06,2.0979004706267447e-06
382,0000382.bin,3.829377874955686e-07,1.8528827726849214e-07,3.672832278942157e-06
383,0000383.bin,4.911615031684707e-07,1.3292562292477254e-06,7.436772224253922e-07
384,0000384.bin,1.3292562292477254e-06,1.249063967504294e-06,5.446948244693137e-06
385,0000385.bin,1.0150901184878236e-06,8.598853226212549e-07,1.3567680284589805e-05
386,0000386.bin,9.53851080683902e-07,5.119650754229216e-07,6.564857761619021e-06
387,0000387.bin,3.991574502349608e-07,4.3368686782709806e-07,4.7108274030745095e-06
388,0000388.bin,3.598356596961176e-07,1.2234230882515098e-06,1.149321516017745e-05
389,0000389.bin,2.528465035642765e-06,4.810789028199216e-07,3.11126520848e-06
390,0000390.bin,8.251551815061177e-08,8.080095838857058e-07,2.581457387424882e-06
391,0000391.bin,8.779070650097647e-07,7.436772224253922e-07,4.910358591121176e-06
392,0000392.bin,1.4745134698972549e-06,2.0126528119148433e-06,2.327152910311922e-06
393,0000393.bin,6.170387064578431e-07,3.1772848478519603e-07,1.5054167789809606e-06
394,0000394.bin,8.779070650097647e-07,6.988121639350392e-07,5.225612870853725e-06
395,0000395.bin,1.4745134698972549e-06,2.233160901327098e-07,2.0979004706267447e-06
396,0000396.bin,1.635643997802941e-06,1.126016203600804e-06,2.690797258185451e-06
397,0000397.bin,1.301969157203e-06,2.2325896362938236e-06,6.842918016528431e-06
398,0000398.bin,1.60206737455751e-06,6.168808617484117e-06,1.6699243302983136e-06
399,0000399.bin,4.810789028199216e-07,6.168808617484117e-06,1.149321516017745e-05
400,0000400.bin,3.829377874955686e-07,6.299707943997255e-07,7.590692122991571e-06
401,0000401.bin,8.779070650097647e-07,3.597436101138431e-06,6.98633400751e-06
402,0000402.bin,6.988121639350392e-07,2.4257214939716864e-06,2.9848397281503923e-06
403,0000403.bin,1.3023022992363139e-07,2.58211791917351e-07,1.1980020275136081e-05
404,0000404.bin,4.074188669447256e-06,4.1606411087978434e-07,2.4765605148485884e-06
405,0000405.bin,3.90963516015902e-07,6.704161071675295e-07,3.597436101138431e-06
406,0000406.bin,5.225612870853725e-06,1.8912321425672746e-06,5.013271404317647e-06
407,0000407.bin,1.9313632325550592e-07,2.1867588679967845e-06,2.0979004706267447e-06
408,0000408.bin,5.798135813357844e-07,4.712032788488236e-07,5.677658470657844e-06
409,0000409.bin,5.562530020862941e-07,6.431739170355098e-07,1.9308691704038435e-06
410,0000410.bin,2.2325896362938236e-06,7.912202483675687e-06,1.7049231205981766e-06
411,0000411.bin,2.1418689171655687e-06,9.942522720410394e-07,1.0799844763915491e-05
412,0000412.bin,6.988121639350392e-07,3.3118615084456866e-07,8.249440985079412e-07
413,0000413.bin,3.6737720668107847e-07,1.1983085669036276e-06,5.446948244693137e-06
414,0000414.bin,8.422335319184902e-07,2.985603475560588e-07,7.282246255065293e-06
415,0000415.bin,5.448341985416864e-07,1.8917160625724705e-07,2.3759261003461174e-06
416,0000416.bin,2.9243147824366665e-07,1.60206737455751e-06,1.5369677691715684e-06
417,0000417.bin,9.342703538179216e-07,3.176472066414706e-06,1.9313632325550592e-07
418,0000418.bin,1.635643997802941e-06,4.519404114743726e-06,6.299707943997255e-07
419,0000419.bin,7.134580852755099e-07,1.1496155992553725e-06,3.523587661767843e-06
420,0000420.bin,2.3759261003461174e-06,2.581457387424882e-06,3.11126520848e-06
421,0000421.bin,1.1983085669036276e-06,1.301969157203e-06,6.431739170355098e-07
422,0000422.bin,3.990553417410784e-06,1.5691800147637062e-06,2.581457387424882e-06
423,0000423.bin,1.126016203600804e-06,8.422335319184902e-07,1.0578144736767452e-05
424,0000424.bin,8.080095838857058e-07,5.22694997724059e-07,3.990553417410784e-06
425,0000425.bin,1.2234230882515098e-06,6.170387064578431e-07,2.0973638065744508e-05
426,0000426.bin,1.7049231205981766e-06,1.1496155992553725e-06,3.4512551887258826e-06
427,0000427.bin,1.036364690961039e-06,2.3759261003461174e-06,3.908635036132156e-06
428,0000428.bin,1.1257281573240783e-05,2.2325896362938236e-06,1.249063967504294e-06
429,0000429.bin,1.126016203600804e-06,1.249063967504294e-06,3.176472066414706e-06
430,0000430.bin,2.1867588679967845e-06,1.249063967504294e-06,8.249440985079412e-07
431,0000431.bin,5.119650754229216e-07,7.282246255065293e-06,1.4745134698972549e-06
432,0000432.bin,8.779070650097647e-07,1.852408786626157e-06,4.246754470726274e-06
433,0000433.bin,3.598356596961176e-07,1.2487444443731959e-05,4.074188669447256e-06
434,0000434.bin,7.914227022578627e-07,3.3118615084456866e-07,3.5244892615986273e-07
435,0000435.bin,9.53851080683902e-07,1.9308691704038435e-06,4.159576774939019e-06
436,0000436.bin,1.8143823994598823e-06,7.284109603611176e-07,9.738421864740198e-07
437,0000437.bin,3.523587661767843e-06,3.598356596961176e-07,5.335132880668627e-06
438,0000438.bin,7.134580852755099e-07,7.284109603611176e-07,7.590692122991571e-06
439,0000439.bin,1.5054167789809606e-06,8.963065126449606e-07,3.047396921812941e-06
440,0000440.bin,1.275242236228745e-06,1.3855580318720196e-06,1.5691800147637062e-06
441,0000441.bin,1.60206737455751e-06,2.581457387424882e-06,2.0126528119148433e-06
442,0000442.bin,6.299707943997255e-07,4.519404114743726e-06,1.7402101491873134e-05
443,0000443.bin,2.0979004706267447e-06,1.5691800147637062e-06,6.842918016528431e-06
444,0000444.bin,3.6737720668107847e-07,1.7775913465898823e-07,5.446948244693137e-06
445,0000445.bin,3.4512551887258826e-06,1.60206737455751e-06,2.9235667132941175e-06
446,0000446.bin,4.615303824307647e-07,3.176472066414706e-06,3.4512551887258826e-06
447,0000447.bin,2.279380940001432e-06,4.159576774939019e-06,1.4145969853898238e-06
448,0000448.bin,3.0481766760823525e-07,4.426629446482942e-06,8.078028869050196e-06
449,0000449.bin,6.566537547990588e-07,3.828398281579019e-06,4.426629446482942e-06
450,0000450.bin,2.1867588679967845e-06,3.6737720668107847e-07,4.426629446482942e-06
451,0000451.bin,1.036364690961039e-06,9.942522720410394e-07,2.635560369296196e-06
452,0000452.bin,1.249063967504294e-06,5.014554177742353e-07,1.635643997802941e-06
453,0000453.bin,7.751763173860588e-07,6.431739170355098e-07,2.1867588679967845e-06
454,0000454.bin,5.448341985416864e-07,3.4512551887258826e-06,1.5691800147637062e-06
455,0000455.bin,1.5691800147637062e-06,1.301969157203e-06,3.990553417410784e-06
456,0000456.bin,1.7406554263613921e-06,2.9848397281503923e-06,1.444244546271137e-06
457,0000457.bin,1.275242236228745e-06,9.942522720410394e-07,2.581457387424882e-06
458,0000458.bin,1.7049231205981766e-06,8.249440985079412e-07,7.282246255065293e-06
459,0000459.bin,7.284109603611176e-07,1.3855580318720196e-06,6.29809641531098e-06
460,0000460.bin,1.1737095983385883e-06,3.11126520848e-06,1.0360995784439021e-05
461,0000461.bin,1.9713369233232747e-06,1.249063967504294e-06,3.2430455498617646e-06
462,0000462.bin,2.2325896362938236e-06,2.8054859857394116e-07,3.176472066414706e-06
463,0000463.bin,1.0153498551975492e-07,1.852408786626157e-06,7.13275575516706e-06
464,0000464.bin,4.1606411087978434e-07,4.3368686782709806e-07,2.9235667132941175e-06
465,0000465.bin,2.690797258185451e-06,2.581457387424882e-06,2.1418689171655687e-06
466,0000466.bin,1.7771366208366078e-06,2.0553603935430396e-07,1.149321516017745e-05
467,0000467.bin,1.7049231205981766e-06,1.7771366208366078e-06,1.8143823994598823e-06
468,0000468.bin,2.0979004706267447e-06,2.635560369296196e-06,3.380407562128235e-06
469,0000469.bin,4.519404114743726e-06,1.275242236228745e-06,9.738421864740198e-07
470,0000470.bin,7.436772224253922e-07,1.8912321425672746e-06,1.7049231205981766e-06
471,0000471.bin,1.569581529513196e-07,7.284109603611176e-07,2.690797258185451e-06
472,0000472.bin,1.1029012581197255e-06,4.712032788488236e-07,6.168808617484117e-06
473,0000473.bin,3.2430455498617646e-06,8.249440985079412e-07,9.536070759789805e-06
474,0000474.bin,5.562530020862941e-07,2.0126528119148433e-06,3.908635036132156e-06
475,0000475.bin,5.22694997724059e-07,2.477194206055196e-07,3.380407562128235e-06
476,0000476.bin,2.1418689171655687e-06,1.249063967504294e-06,6.168808617484117e-06
477,0000477.bin,1.249063967504294e-06,1.0580851425037453e-06,1.6699243302983136e-06
478,0000478.bin,1.1496155992553725e-06,6.566537547990588e-07,1.8912321425672746e-06
479,0000479.bin,5.448341985416864e-07,4.911615031684707e-07,2.3759261003461174e-06
480,0000480.bin,1.9713369233232747e-06,1.301969157203e-06,9.340313580609215e-06
481,0000481.bin,5.679111244445295e-07,1.1029012581197255e-06,4.910358591121176e-06
482,0000482.bin,1.1983085669036276e-06,8.422335319184902e-07,1.2749160164328824e-05
483,0000483.bin,1.5691800147637062e-06,1.7049231205981766e-06,2.0979004706267447e-06
484,0000484.bin,1.3571151921806469e-06,6.042174849326863e-06,3.2430455498617646e-06
485,0000485.bin,1.1496155992553725e-06,2.9848397281503923e-06,4.809558379928824e-06
486,0000486.bin,1.4149589461262158e-07,4.3368686782709806e-07,7.912202483675687e-06
487,0000487.bin,1.6024773043775295e-07,4.4277621126113726e-07,4.519404114743726e-06
488,0000488.bin,3.908635036132156e-06,7.592634395284313e-07,3.990553417410784e-06
489,0000489.bin,1.0578144736767452e-05,3.7507681173707846e-07,4.614123183137255e-06
490,0000490.bin,2.690797258185451e-06,9.340313580609215e-06,8.598853226212549e-07
491,0000491.bin,1.3292562292477254e-06,3.1772848478519603e-07,1.3292562292477254e-06
492,0000492.bin,1.444244546271137e-06,2.1867588679967845e-06,7.749780194851373e-06
493,0000493.bin,1.0802608179808823e-06,9.942522720410394e-07,1.2487444443731959e-05
494,0000494.bin,5.918140628680392e-06,6.844668951736863e-07,1.444244546271137e-06
495,0000495.bin,1.3859125622527059e-07,7.284109603611176e-07,7.13275575516706e-06
496,0000496.bin,1.3855580318720196e-06,3.829377874955686e-07,5.5611070696974504e-06
497,0000497.bin,1.1737095983385883e-06,8.779070650097647e-07,6.042174849326863e-06
498,0000498.bin,1.1496155992553725e-06,1.444244546271137e-06,5.796652591870195e-06
499,0000499.bin,3.597436101138431e-06,1.4145969853898238e-06,1.6699243302983136e-06
500,0000500.bin,6.704161071675295e-07,7.282246255065293e-06,3.990553417410784e-06
501,0000501.bin,6.299707943997255e-07,6.170387064578431e-07,2.279380940001432e-06
502,0000502.bin,3.908635036132156e-06,1.301969157203e-06,1.3567680284589805e-05
503,0000503.bin,7.284109603611176e-07,4.4277621126113726e-07,8.422335319184902e-07
504,0000504.bin,2.0548346116729805e-06,5.677658470657844e-06,1.669497146849745e-05
505,0000505.bin,2.2799641777798042e-07,6.04372089393902e-07,5.679111244445295e-07
506,0000506.bin,4.911615031684707e-07,5.013271404317647e-06,3.2430455498617646e-06
507,0000507.bin,4.247841111239216e-07,7.914227022578627e-07,2.9235667132941175e-06
508,0000508.bin,1.60206737455751e-06,2.327152910311922e-06,6.7024460798252925e-06
509,0000509.bin,1.635643997802941e-06,3.829377874955686e-07,1.3855580318720196e-06
510,0000510.bin,5.336498010569216e-07,7.914227022578627e-07,9.150915815918627e-07
511,0000511.bin,1.7049231205981766e-06,1.249063967504294e-06,3.4512551887258826e-06
512,0000512.bin,3.672832278942157e-06,6.170387064578431e-07,2.1867588679967845e-06
513,0000513.bin,6.844668951736863e-07,1.4145969853898238e-06,3.047396921812941e-06
514,0000514.bin,4.426629446482942e-06,2.2325896362938236e-06,2.9235667132941175e-06
515,0000515.bin,2.279380940001432e-06,2.6914857673289025e-07,1.2231101243145097e-05
516,0000516.bin,4.075231154588431e-07,4.615303824307647e-07,3.047396921812941e-06
517,0000517.bin,1.4745134698972549e-06,5.119650754229216e-07,3.4512551887258826e-06
518,0000518.bin,6.564857761619021e-06,7.134580852755099e-07,7.13275575516706e-06
519,0000519.bin,8.422335319184902e-07,1.6699243302983136e-06,4.519404114743726e-06
520,0000520.bin,1.6699243302983136e-06,1.0150901184878236e-06,5.225612870853725e-06
521,0000521.bin,1.5054167789809606e-06,2.8047683141909795e-06,9.150915815918627e-07
522,0000522.bin,4.614123183137255e-06,1.275242236228745e-06,2.327152910311922e-06
523,0000523.bin,1.852408786626157e-06,1.275242236228745e-06,4.426629446482942e-06
524,0000524.bin,8.249440985079412e-07,4.7108274030745095e-06,4.519404114743726e-06
525,0000525.bin,2.2325896362938236e-06,1.2234230882515098e-06,1.3016361003892744e-05
526,0000526.bin,7.284109603611176e-07,1.7406554263613921e-06,2.0548346116729805e-06
527,0000527.bin,2.4765605148485884e-06,8.080095838857058e-07,6.430093866779216e-06
528,0000528.bin,1.3855580318720196e-06,3.1120613050698044e-07,2.0548346116729805e-06
529,0000529.bin,3.523587661767843e-06,1.0580851425037453e-06,6.168808617484117e-06
530,0000530.bin,6.564857761619021e-06,1.3855580318720196e-06,4.3368686782709806e-07
531,0000531.bin,1.3292562292477254e-06,1.0580851425037453e-06,5.5611070696974504e-06
532,0000532.bin,1.7771366208366078e-06,1.60206737455751e-06,2.1418689171655687e-06
533,0000533.bin,1.3292562292477254e-06,1.3855580318720196e-06,2.635560369296196e-06
534,0000534.bin,1.8143823994598823e-06,1.4145969853898238e-06,2.2325896362938236e-06
535,0000535.bin,1.4745134698972549e-06,7.914227022578627e-07,5.796652591870195e-06
536,0000536.bin,1.4145969853898238e-06,1.4745134698972549e-06,3.990553417410784e-06
537,0000537.bin,1.60206737455751e-06,1.5369677691715684e-06,2.0121379550709414e-05
538,0000538.bin,1.4745134698972549e-06,8.779070650097647e-07,9.148574919573726e-06
539,0000539.bin,8.963065126449606e-07,1.1737095983385883e-06,3.1772848478519603e-07
540,0000540.bin,6.704161071675295e-07,1.0578144736767452e-05,1.036364690961039e-06
541,0000541.bin,2.279380940001432e-06,1.0580851425037453e-06,1.249063967504294e-06
542,0000542.bin,7.592634395284313e-07,2.581457387424882e-06,7.284109603611176e-07
543,0000543.bin,1.4745134698972549e-06,2.1418689171655687e-06,1.5369677691715684e-06
544,0000544.bin,4.614123183137255e-06,5.336498010569216e-07,7.590692122991571e-06
545,0000545.bin,2.4257214939716864e-06,4.712032788488236e-07,2.279380940001432e-06
546,0000546.bin,3.523587661767843e-06,2.0548346116729805e-06,5.796652591870195e-06
547,0000547.bin,3.380407562128235e-06,9.942522720410394e-07,2.0548346116729805e-06
548,0000548.bin,1.5691800147637062e-06,1.1496155992553725e-06,1.635643997802941e-06
549,0000549.bin,5.798135813357844e-07,2.0548346116729805e-06,3.672832278942157e-06
550,0000550.bin,2.581457387424882e-06,1.0580851425037453e-06,2.74719181886449e-06
551,0000551.bin,6.04372089393902e-07,2.4765605148485884e-06,2.690797258185451e-06
552,0000552.bin,9.738421864740198e-07,1.9713369233232747e-06,3.176472066414706e-06
553,0000553.bin,4.810789028199216e-07,2.4257214939716864e-06,2.8047683141909795e-06
554,0000554.bin,2.635560369296196e-06,1.036364690961039e-06,6.842918016528431e-06
555,0000555.bin,7.134580852755099e-07,1.3855580318720196e-06,1.1496155992553725e-06
556,0000556.bin,4.3368686782709806e-07,5.679111244445295e-07,1.8907483463552155e-05
557,0000557.bin,1.8912321425672746e-06,3.598356596961176e-07,8.080095838857058e-07
558,0000558.bin,4.911615031684707e-07,1.0578144736767452e-05,3.990553417410784e-06
559,0000559.bin,9.53851080683902e-07,7.592634395284313e-07,4.7108274030745095e-06
560,0000560.bin,7.134580852755099e-07,3.2430455498617646e-06,6.7024460798252925e-06
561,0000561.bin,1.4145969853898238e-06,7.751763173860588e-07,3.380407562128235e-06
562,0000562.bin,7.592634395284313e-07,3.523587661767843e-06,2.3759261003461174e-06
563,0000563.bin,8.963065126449606e-07,1.0802608179808823e-06,2.528465035642765e-06
564,0000564.bin,6.431739170355098e-07,3.047396921812941e-06,7.282246255065293e-06
565,0000565.bin,2.9235667132941175e-06,1.2234230882515098e-06,3.597436101138431e-06
566,0000566.bin,1.852408786626157e-06,1.2234230882515098e-06,2.279380940001432e-06
567,0000567.bin,7.749780194851373e-06,6.566537547990588e-07,8.420180801076863e-06
568,0000568.bin,2.3759261003461174e-06,1.9713369233232747e-06,5.5611070696974504e-06
569,0000569.bin,2.528465035642765e-06,1.5054167789809606e-06,1.5365745973477057e-05
570,0000570.bin,4.4277621126113726e-07,2.747894757997745e-07,2.3759261003461174e-06
571,0000571.bin,1.5058019782800394e-07,1.0802608179808823e-06,4.335759263634118e-06
572,0000572.bin,3.990553417410784e-06,1.036364690961039e-06,7.912202483675687e-06
573,0000573.bin,4.075231154588431e-07,1.5369677691715684e-06,1.60206737455751e-06
574,0000574.bin,2.9848397281503923e-06,2.74719181886449e-06,3.7498086331307844e-06
575,0000575.bin,1.1263043235814118e-07,1.5369677691715684e-06,1.4438750939834508e-05
576,0000576.bin,3.991574502349608e-07,6.704161071675295e-07,4.074188669447256e-06
577,0000577.bin,1.444244546271137e-06,1.275242236228745e-06,3.990553417410784e-06
578,0000578.bin,1.60206737455751e-06,2.1418689171655687e-06,6.170387064578431e-07
579,0000579.bin,3.452138280431176e-07,1.7771366208366078e-06,3.3110143009360785e-06
580,0000580.bin,3.11126520848e-06,1.7406554263613921e-06,2.635560369296196e-06
581,0000581.bin,1.0802608179808823e-06,1.126016203600804e-06,1.1496155992553725e-06
582,0000582.bin,8.249440985079412e-07,1.301969157203e-06,1.4745134698972549e-06
583,0000583.bin,5.919654935984706e-07,6.299707943997255e-07,1.0799844763915491e-05
584,0000584.bin,5.919654935984706e-07,1.7771366208366078e-06,4.074188669447256e-06
585,0000585.bin,1.036364690961039e-06,3.4512551887258826e-06,4.074188669447256e-06
586,0000586.bin,4.5205605196011757e-07,8.598853226212549e-07,5.677658470657844e-06
587,0000587.bin,1.5691800147637062e-06,6.7024460798252925e-06,5.013271404317647e-06
588,0000588.bin,2.9848397281503923e-06,6.04372089393902e-07,2.279380940001432e-06
589,0000589.bin,1.0150901184878236e-06,1.9308691704038435e-06,3.828398281579019e-06
590,0000590.bin,8.779070650097647e-07,2.327152910311922e-06,1.3571151921806469e-06
591,0000591.bin,6.299707943997255e-07,4.519404114743726e-06,3.176472066414706e-06
592,0000592.bin,1.2234230882515098e-06,1.8143823994598823e-06,2.8047683141909795e-06
593,0000593.bin,9.942522720410394e-07,1.3292562292477254e-06,3.380407562128235e-06
594,0000594.bin,3.380407562128235e-06,1.1029012581197255e-06,1.444244546271137e-06
595,0000595.bin,2.1418689171655687e-06,2.0126528119148433e-06,3.11126520848e-06
596,0000596.bin,1.4745134698972549e-06,6.170387064578431e-07,5.677658470657844e-06
597,0000597.bin,7.592634395284313e-07,7.914227022578627e-07,2.1867588679967845e-06
598,0000598.bin,2.0548346116729805e-06,1.635643997802941e-06,7.590692122991571e-06
599,0000599.bin,8.779070650097647e-07,2.8054859857394116e-07,1.149321516017745e-05
600,0000600.bin,4.247841111239216e-07,2.0979004706267447e-06,2.6362347446729413e-07
601,0000601.bin,1.635643997802941e-06,5.225612870853725e-06,9.148574919573726e-06
602,0000602.bin,1.8143823994598823e-06,6.431739170355098e-07,1.852408786626157e-06
603,0000603.bin,2.4257214939716864e-06,1.1983085669036276e-06,6.299707943997255e-07
604,0000604.bin,2.985603475560588e-07,8.776824875474117e-06,2.86355151547451e-06
605,0000605.bin,7.134580852755099e-07,2.9235667132941175e-06,1.4745134698972549e-06
606,0000606.bin,8.080095838857058e-07,3.3110143009360785e-06,7.434869823080981e-06
607,0000607.bin,1.444244546271137e-06,7.592634395284313e-07,1.0799844763915491e-05
608,0000608.bin,1.3855580318720196e-06,2.747894757997745e-07,3.047396921812941e-06
609,0000609.bin,3.380407562128235e-06,1.7406554263613921e-06,1.8912321425672746e-06
610,0000610.bin,3.991574502349608e-07,4.3368686782709806e-07,4.519404114743726e-06
611,0000611.bin,6.431739170355098e-07,7.914227022578627e-07,4.246754470726274e-06
612,0000612.bin,1.3855580318720196e-06,8.779070650097647e-07,1.444244546271137e-06
613,0000613.bin,1.7049231205981766e-06,1.0802608179808823e-06,4.246754470726274e-06
614,0000614.bin,2.279380940001432e-06,1.0802608179808823e-06,2.690797258185451e-06
615,0000615.bin,1.275242236228745e-06,8.080095838857058e-07,2.74719181886449e-06
616,0000616.bin,4.335759263634118e-06,8.422335319184902e-07,4.7108274030745095e-06
617,0000617.bin,5.679111244445295e-07,1.5373610415945292e-07,1.6699243302983136e-06
618,0000618.bin,7.434869823080981e-06,3.991574502349608e-07,3.7498086331307844e-06
619,0000619.bin,7.592634395284313e-07,4.247841111239216e-07,7.590692122991571e-06
620,0000620.bin,1.0802608179808823e-06,1.1496155992553725e-06,4.246754470726274e-06
621,0000621.bin,4.075231154588431e-07,1.3855580318720196e-06,1.1980020275136081e-05
622,0000622.bin,1.7049231205981766e-06,7.134580852755099e-07,3.597436101138431e-06
623,0000623.bin,1.7049231205981766e-06,3.990553417410784e-06,2.2799641777798042e-07
624,0000624.bin,3.1120613050698044e-07,5.796652591870195e-06,1.852408786626157e-06
625,0000625.bin,8.080095838857058e-07,7.134580852755099e-07,2.581457387424882e-06
626,0000626.bin,1.0148304482198235e-05,2.1867588679967845e-06,3.3110143009360785e-06
627,0000627.bin,2.327152910311922e-06,9.150915815918627e-07,4.335759263634118e-06
628,0000628.bin,9.53851080683902e-07,8.779070650097647e-07,1.0578144736767452e-05
629,0000629.bin,3.3110143009360785e-06,1.7406554263613921e-06,2.0126528119148433e-06
630,0000630.bin,5.919654935984706e-07,1.2234230882515098e-06,4.519404114743726e-06
631,0000631.bin,1.036364690961039e-06,6.431739170355098e-07,1.249063967504294e-06
632,0000632.bin,1.852408786626157e-06,1.1983085669036276e-06,2.1418689171655687e-06
633,0000633.bin,1.60206737455751e-06,4.810789028199216e-07,6.168808617484117e-06
634,0000634.bin,5.918140628680392e-06,2.4257214939716864e-06,4.809558379928824e-06
635,0000635.bin,1.635643997802941e-06,1.635643997802941e-06,3.11126520848e-06
636,0000636.bin,3.908635036132156e-06,9.53851080683902e-07,2.1418689171655687e-06
637,0000637.bin,8.779070650097647e-07,4.5205605196011757e-07,2.8040508262152942e-05
638,0000638.bin,3.523587661767843e-06,4.810789028199216e-07,3.047396921812941e-06
639,0000639.bin,3.6737720668107847e-07,4.4277621126113726e-07,3.11126520848e-06
640,0000640.bin,4.246754470726274e-06,6.988121639350392e-07,1.5369677691715684e-06
641,0000641.bin,3.452138280431176e-07,6.566537547990588e-07,1.8912321425672746e-06
642,0000642.bin,2.9848397281503923e-06,6.566537547990588e-07,1.2749160164328824e-05
643,0000643.bin,6.042174849326863e-06,5.798135813357844e-07,6.7024460798252925e-06
644,0000644.bin,1.329596353373804e-07,3.3110143009360785e-06,3.523587661767843e-06
