,EMfracstdnear,EPstdnear,AMDcritnear,AMDtriofracnear,EMcrossnear,MMRstrengthnear,MMRstrengthfiltnear,jnear,knear,EMfracstdfar,EPstdfar,AMDcritfar,AMDtriofracfar,EMcrossfar,MMRstrengthfar,MMRstrengthfiltfar,jfar,kfar,MEGNO,MEGNOstd,stableinshortintegration
0,0.01623311152172644,0.00028321218433028115,3.1848113570761334e-09,27.37739142889664,0.06023365324093459,0.48432342256426253,,12.0,1.0,0.0008830563686267901,0.00033042353330786883,2.0348648503558504e-06,0.04284895241795591,0.5040626705572069,,,,,2.005580977961718,0.22496471805885768,1.0
1,0.013421260415830506,0.00010394297672020583,1.3339749161734422e-08,2.208186250914378,0.08054734124108762,0.4261596440648352,,9.0,1.0,0.011944336192491032,0.0024779791109403202,3.742985769728114e-08,0.7869827058340179,0.24050427381497805,0.008179793304668956,,4.0,1.0,2.025916296044879,0.22419057467208717,1.0
2,0.0043804922570043064,0.0010828156422878095,9.468202105362924e-09,32.21971286231869,0.12965990929953322,1.001209770510091,,6.0,1.0,0.0011310358015025365,0.001483516801555205,5.781474261729361e-05,0.005276556451640138,1.0019814853593427,0.010448521631920355,,3.0,2.0,2.0046510214501065,0.2238688250875364,1.0
3,0.011859652164794992,0.0008153332153853244,2.009257052326976e-06,0.9495939963293359,0.40611221496766536,0.3665056024809323,,5.0,2.0,0.02925894590396838,0.004611089398143451,2.754891531971636e-06,0.6925784234439757,0.42776844802431513,0.012820274879140447,,5.0,2.0,2.0143616523615115,0.22335723891914655,1.0
4,0.03466609024051867,0.0019369856681547121,6.321091467962914e-09,5.949516924346235,0.05989672072560772,0.30496996461578374,,12.0,1.0,0.04751828081453728,0.0015931617847381083,1.5527087338378259e-07,0.24220537857110996,0.25759571371170886,0.03301771004757717,,7.0,2.0,2.0939865372057618,0.22642660694488642,1.0
5,0.08284749867621928,0.0021642402237758737,6.0074031656378924e-09,6.238469620873495,0.06261703140237052,0.04216187301917662,,23.0,2.0,0.012234577801594364,0.0009535101586083027,7.195093589161777e-08,0.5208688627153396,0.185249966150985,0.01671697932164301,,9.0,2.0,5.910060596545199,1.3557647510201187,1.0
6,0.01307351466883862,0.0034045714304632713,1.0339898378597234e-08,17.118812609467962,0.16107592306302318,1.7073654146579318,,5.0,1.0,0.0010737326524842387,0.000354664787469723,7.403250253531363e-06,0.023909333965809833,0.5160201807373249,,,,,2.0520346125173994,0.22897866851198823,1.0
7,0.05372455705207363,0.0010586920408895007,6.7940689634134326e-09,2.342144317406264,0.06932330933902468,0.06083644547812238,,21.0,2.0,0.09515832284140702,0.007059487883992365,1.8102676278552032e-08,0.8790241713363852,0.1366598057939092,0.010179459198244766,,6.0,1.0,16.9366682305311,4.621653005668699,1.0
8,0.036525222651249696,0.008908508757609353,9.576160899385235e-09,97.86034748105754,0.11045466159924756,0.3479375471769508,,7.0,1.0,0.003974207195803106,0.0018388591372313203,1.752632002863274e-05,0.05346966343290393,0.49281272465586334,,,,,4.83513015763891,1.1194806719317285,1.0
9,0.07409654776074019,0.0005565308741945423,1.8395386027567674e-08,3.046165592874535,0.1436805667716088,0.09985959939111122,,11.0,2.0,0.008701594119545866,0.0002015521644780098,8.60389042881673e-07,0.06512797024604604,0.3281613882606223,0.06665978267572338,,3.0,1.0,25.03341917289552,7.249237882707585,1.0
10,0.022274754440695738,0.001226289007165654,8.576259194663074e-08,3.009930173722069,0.13016198423734843,0.6146755872454339,,6.0,1.0,0.045649694711599444,0.011130297841199092,3.337810882524931e-08,7.733793865562096,0.22246732186586707,0.04608374792865279,,4.0,1.0,24.086597392099883,6.897381542599479,1.0
11,0.011828925683617614,0.0006841399506159751,2.3913843707990177e-08,1.8379381710020481,0.09327766089010535,0.6204915265196351,,8.0,1.0,0.023950969638537527,0.0020262277508831363,8.181274884797332e-08,0.5372288156209666,0.21145357768493106,0.18513085126944503,,4.0,1.0,3.7018118440804493,0.9894194536645221,1.0
12,0.01047395218801425,0.0011836878268287278,2.501150223210681e-07,0.042538068922439325,0.13606772050532445,0.023598141945088167,,6.0,1.0,0.013879148229551384,0.0015293324942022319,4.629570239522254e-07,0.02298142053705826,0.18008882108361918,0.00774421641957967,,9.0,2.0,2.063965139956685,0.2265147158212364,1.0
13,0.2399883540336357,0.020282022863029815,4.396124500782008e-09,57.87659825361479,0.10718045362015499,0.5236947675823904,,7.0,1.0,0.014021896772343964,0.0007812330968402984,5.415683667560956e-07,0.46980722513141393,0.18168754345062213,0.39844848893924656,,9.0,2.0,2.0079560314316147,0.22758847380349181,1.0
14,0.07929125236300619,0.0002379286977825622,1.4371941442521032e-09,7.445280922344658,0.03874538200679459,0.08504451423810411,,18.0,1.0,0.10400861136699209,0.0048042374603843325,8.091682145608244e-10,13.223843882341857,0.05212841359961826,0.024994341268591156,,14.0,1.0,70.60440447069122,23.276153519329853,1.0
15,0.026672370065877055,0.004862479592970827,8.254568525011393e-07,0.681051503848804,0.18157537384542866,0.24410130889700746,,9.0,2.0,0.11205668220188945,0.01623005121321259,1.0600747323947121e-06,0.5303198100838024,0.2511749640749417,0.10461798807435936,,7.0,2.0,14.800094311968765,4.173669583454098,1.0
16,0.020189892533320892,0.00042552965219228543,1.9233600382627348e-08,0.2223199549972883,0.069305829049787,0.014688905995917063,,21.0,2.0,0.0028128074592499246,7.480153880521338e-05,1.4410854594488586e-06,0.002967216929061858,0.5669334972571528,0.04283261792802305,,2.0,1.0,9.10459499555964,2.6326681952901283,1.0
17,0.02405587827387592,0.0003234854465641228,8.72853694391214e-10,4.6056524330501105,0.050885297178337736,0.44594706438997017,,14.0,1.0,0.0020415401606338553,0.0003112091050800565,2.8076435991491097e-08,0.14318272954900685,0.1853032525439498,0.01076406928373779,,9.0,2.0,1.977637441130715,0.22110084296682195,1.0
18,0.005647575749791365,0.0008322185303736637,1.1208585528751484e-06,0.5311889960319162,0.31112260896758615,4.526626405418562,,3.0,1.0,0.12387184987324107,0.016487861897727836,5.89776829290279e-07,1.0095135987488852,0.3324108582092001,0.031087222309966786,,3.0,1.0,6.199467580029083,1.5873155855146606,1.0
19,0.060114439066331724,0.004662297735414156,1.7601993099621294e-08,1.4727764210711085,0.10529258918361205,0.04670540563025739,,7.0,1.0,0.08675930612208378,0.010023915117931525,1.3528742111333457e-08,1.9162018307128057,0.13362897116433978,0.04266415900889889,,6.0,1.0,125.487233103383,41.521614711749166,1.0
20,0.0956603848742871,0.000101991622485904,2.4373831389756316e-09,2.7429131752935256,0.04078338100068651,0.05039431746381189,,17.0,1.0,0.08295558645000246,0.003100036659092163,1.95721892606434e-09,3.41583163544106,0.0773736048324187,0.023339035064117643,,19.0,2.0,97.60005716474805,30.301384485235094,1.0
21,0.014613792388308204,0.0005612776001739951,7.54223684243198e-07,0.10308961213050565,0.31286233304406896,0.43657262790012885,,3.0,1.0,0.023015145636038084,0.002178075062327556,6.492502135381074e-06,0.011975756872617278,0.5195635423618126,,,,,2.019950760116825,0.23057723828936572,1.0
22,0.0655396343988017,0.0007478151603403962,3.45875391443522e-08,163.75875917170305,0.30249994014546316,0.5523061730068263,,3.0,1.0,0.13316642296197725,0.0004860479586505268,2.2325806288913415e-07,25.36980039952451,0.592106103842247,2.3065128721878594,,2.0,1.0,1.95369364827658,0.22734032402424942,1.0
