,EMfracstdnear,EPstdnear,AMDcritnear,AMDtriofracnear,EMcrossnear,MMRstrengthnear,MMRstrengthfiltnear,jnear,knear,EMfracstdfar,EPstdfar,AMDcritfar,AMDtriofracfar,EMcrossfar,MMRstrengthfar,MMRstrengthfiltfar,jfar,kfar,MEGNO,MEGNOstd,stableinshortintegration
0,0.013591391678062068,0.0017746884264926658,2.375657354944036e-08,1.4357793457985908,0.16320497217615976,0.07472624622788723,,5.0,1.0,0.009379376547201454,0.003610646870820768,3.072915603658245e-08,1.1099946119127144,0.47177220240688755,,,,,1.9806519076450178,0.22169246317767677,1.0
1,0.017608920722134047,0.0001701915892961122,2.4446766424374848e-08,0.4984030416748791,0.16323263274974079,0.06117900464307523,,5.0,1.0,0.007150661756846104,0.0032391318560613734,1.1547272621285557e-08,1.0551706142768151,0.4717531964387095,,,,,2.011559773389768,0.22292238667713993,1.0
2,0.019305104493397444,0.00010465688353676234,1.862008524771955e-08,1.9396942630138438,0.16335664708216002,0.06990512741047633,,5.0,1.0,0.008134962207268398,0.003620823945226093,3.383071413359315e-09,10.675882391724823,0.47174519509386037,,,,,2.02429827621944,0.22490299349487788,1.0
3,0.020364597571479216,3.246557941986302e-05,2.1246883502340027e-08,1.8459679453444873,0.16330190794766186,0.0706091759676908,,5.0,1.0,0.007133553113955516,0.003307845302954125,3.470178878641049e-09,11.302318196100485,0.4715590157507901,,,,,2.001146990132825,0.22241848129103442,1.0
4,0.010210355812868879,0.0003357964887257829,2.978915594362694e-08,0.9982573444683256,0.1631090567644134,0.07327362298114898,,5.0,1.0,0.0076045180886950055,0.0019274021035006017,1.0613202528315359e-08,2.801910509754314,0.4718316195393199,,,,,1.9948918731599834,0.22227711568381292,1.0
5,0.014355354676925601,0.0009077522336992889,2.192124391952145e-08,0.2630495296452647,0.16322869902479292,0.053623247120274865,,5.0,1.0,0.005081853766747486,0.003400847819346385,1.4321270927222234e-08,0.4026439365313848,0.4717923072467286,,,,,1.9995767413473726,0.22233019113769112,1.0
6,0.015981999745744685,0.0014007794320520276,2.291047255048458e-08,1.954258096001414,0.1632443651180405,0.07601063632915571,,5.0,1.0,0.009728027538994438,0.003927445412542099,1.7205238058935266e-08,2.602287530787784,0.4717983965852243,,,,,2.0323631596351426,0.22324878635895665,1.0
7,0.02001528891192115,7.984476404390015e-05,2.194131763787227e-08,1.3141721185274438,0.16323970798189885,0.06851116037854812,,5.0,1.0,0.011003738427716448,0.0035553985933495817,2.4850498629711054e-09,11.603255255800653,0.47172927776337215,,,,,2.0002800468878723,0.2223384314673966,1.0
8,0.019071518981158123,0.0015600496767567689,1.7384466696673358e-08,5.104452306020358,0.1633649572502551,0.07967841571303383,,5.0,1.0,0.008835181442665567,0.003472626371582318,2.8768412863779846e-08,3.084569925318752,0.4716064855705481,,,,,2.131895227744749,0.22914692884789412,1.0
9,0.020769784253940708,0.0003353556185425714,2.1105024877306904e-08,4.963058399010244,0.1633740653177038,0.08512154601833194,,5.0,1.0,0.01010707023523824,0.0031460402771702803,3.038608293143186e-08,3.44715280396631,0.4715430746887637,,,,,4.407863160124608,0.8885930326084379,1.0
10,0.018201824821119886,0.0006096690749555167,2.138614894171214e-08,1.2607758605935468,0.16320800049528664,0.06962494182283022,,5.0,1.0,0.007871310845182045,0.002647272431715526,4.6282317696010866e-08,0.5825797340977348,0.4717465904712378,,,,,2.0006620883474633,0.22238935394644874,1.0
11,0.015110417571766366,0.0007785659873196209,2.3837032930364453e-08,0.25377623792323833,0.16318771291096493,0.0593327070479283,,5.0,1.0,0.005829341098502582,0.002474247114567961,3.531012781917815e-08,0.1713183416185389,0.4717674580788116,,,,,2.0003099090068543,0.22234598911262737,1.0
12,0.022137328668565784,7.107683028337341e-05,2.0251120873151803e-08,4.31772730490734,0.16325333127617175,0.0864591950058341,,5.0,1.0,0.008123441076286387,0.003642669648812493,7.701960994021996e-09,11.352799321738136,0.4716813626273889,,,,,2.0100582958946047,0.22309575281118407,1.0
13,0.01839226347785263,0.00012440080264464065,2.232518663157441e-08,1.4443222078935187,0.1632691726105717,0.07441613787625306,,5.0,1.0,0.007399301578306805,0.0032121644685950417,1.7531618908986216e-08,1.8392347571976173,0.4717394579932898,,,,,1.9942454780576828,0.22137315523709364,1.0
14,0.017252990285477218,0.00010629169061329374,2.3167253708762604e-08,0.5345482875488367,0.1632686430446401,0.06067615321907846,,5.0,1.0,0.007335215990802859,0.0029965652551278265,2.828189289569283e-08,0.4378778974555306,0.47163384047996426,,,,,2.0000832430065785,0.22232126700301935,1.0
15,0.01453939752340347,0.004147518915044897,2.8912791626290555e-08,0.5406419084878241,0.1630451463162121,0.061505427495430254,,5.0,1.0,0.005665874114140318,0.002451222340882115,6.849915454331502e-08,0.22819941280682587,0.471814132378474,,,,,2.054781686740041,0.22940254734641757,1.0
16,0.012351659655753388,0.00067927203838484,2.5256554566632046e-08,0.36218705068171886,0.1630561560299326,0.06309764492668768,,5.0,1.0,0.005694369321761701,0.004193382972469893,1.8931279731870787e-08,0.48320013958012514,0.47191630111307237,,,,,2.0041439519749344,0.22249364405206473,1.0
17,0.019356319157182944,0.00017175624626433153,2.1120924255278608e-08,2.631592625038855,0.16332874020721397,0.07067939782424901,,5.0,1.0,0.007529628351328128,0.0017543455062814393,1.2169358940558415e-07,0.4567345640447103,0.47161423254599744,,,,,2.002548944401549,0.22207065452803978,1.0
18,0.013625335339841336,0.0005132473295616821,2.8407605998944976e-08,0.1524852608628472,0.16303371909908135,0.0613329014125714,,5.0,1.0,0.005146055636221352,0.0032714944506081743,7.471531758299882e-09,0.5797661512214168,0.47193726051020024,,,,,2.003740364997309,0.22247791616287133,1.0
19,0.016493279325434894,0.000528092587888966,2.6759608654755343e-08,0.46502499447949974,0.16310193121120664,0.06086611729207507,,5.0,1.0,0.006730218777770378,0.0028529196822604753,2.202286764988772e-08,0.565043892774546,0.4718827584175308,,,,,1.9913119710010245,0.22228488303188754,1.0
20,0.020897108703487276,0.00025805750112383444,2.1133477468876813e-08,4.031009178670411,0.1633487786053891,0.08478017320655329,,5.0,1.0,0.008843680198527895,0.003738980733619318,7.871676334857805e-09,10.822249039512323,0.471631078369653,,,,,2.0818941469466656,0.22594521237445817,1.0
21,0.016228696812256947,0.0005438109648018489,2.6272357236963992e-08,0.43019659121170095,0.16311255949788359,0.061494216665222506,,5.0,1.0,0.009332384003577473,0.00336283616470428,9.191975043479613e-09,1.2295810718562945,0.4718089359806208,,,,,2.018201787677824,0.22306416461588596,1.0
22,0.013663737875353566,0.0014181541565731314,2.698840794240592e-08,0.4698697678486866,0.1630945300239293,0.0638482729133987,,5.0,1.0,0.008497211034443416,0.0028702386442233524,4.1754407208830936e-08,0.30370535285247485,0.47178028358738205,,,,,2.0005795279680383,0.22236567624425543,1.0
23,0.016104173894844257,0.0001875629883303384,2.578093886594398e-08,0.822679648132409,0.16313813371088792,0.06852367123950952,,5.0,1.0,0.009810944913441352,0.0018234971217114494,7.361448405769743e-09,2.881152260489177,0.47163301046207545,,,,,2.001235047169083,0.2224961393928695,1.0
