,runstring,seed,pairindex,j,k,Zstar,libfac,Zcom
4380,0004380.bin,704380,0,2,1,0.16072020000000006,0.02325439,0.03557189
4381,0004381.bin,4381,0,11,2,0.02275559,-0.04719541,0.07360469
4382,0004382.bin,4382,0,5,2,0.04486509,-0.8728766,0.1508557
4383,0004383.bin,1404383,0,5,2,0.1511718,0.05240708,0.01742619
4384,0004384.bin,2104384,1,5,2,0.06941516,-0.05513749,0.01664494
4385,0004385.bin,4385,0,25,2,0.003218705,-0.1134315,0.000816542
4386,0004386.bin,1404386,1,3,1,0.01507188,-0.5505708,0.02576187
4387,0004387.bin,704387,0,11,2,0.03790418,-0.09455416,0.08278819999999999
4388,0004388.bin,4388,2,3,1,0.02004106,-1.798169,0.02879926
4389,0004389.bin,1404389,0,8,1,0.03763184,0.291136,0.016125999999999998
4390,0004390.bin,704390,1,3,1,0.04181636,-0.01794889,0.09799185
4391,0004391.bin,704391,0,3,1,0.04395673,-1.6964400000000002,0.06069312
4392,0004392.bin,4392,0,5,1,0.09090905,0.176723,0.1005912
4393,0004393.bin,4393,0,9,1,0.01969339,-0.04939291,0.02380549
4394,0004394.bin,4394,0,19,1,0.01155123,0.009648606,0.003524896
4395,0004395.bin,1404395,0,3,1,0.04430827,0.19129620000000006,0.06084722
4396,0004396.bin,4396,0,11,2,0.009125745,0.2060425,0.003217336
4397,0004397.bin,704397,0,7,1,0.01009448,-0.1160605,0.04041999
4398,0004398.bin,704398,0,6,1,0.02013016,0.9325697,0.01817236
4399,0004399.bin,4399,1,6,1,0.02142227,0.1906091,0.0661403
4400,0004400.bin,2104400,0,47,2,0.005405879000000001,-1.750239,0.01140195
4401,0004401.bin,1404401,1,13,2,0.01519188,0.09159726,0.005244096
4402,0004402.bin,4402,0,12,1,0.03719839,-0.07042388,0.03690914
4403,0004403.bin,1404403,1,2,1,0.08001704,-1.553365,0.1302774
4404,0004404.bin,4404,1,9,2,0.0694327,-0.009809481,0.01759428
4405,0004405.bin,3504405,1,5,1,0.03710708,0.05380482,0.03285137
4406,0004406.bin,2104406,0,15,2,0.002265364,1.430573,0.01355671
4407,0004407.bin,4407,0,55,2,0.001130945,0.02078093,0.00391139
4408,0004408.bin,2104408,1,31,2,0.01062407,-0.005808588000000001,0.03513814
4409,0004409.bin,704409,1,7,2,0.02400001,0.01378095,0.01601859
4410,0004410.bin,2104410,1,5,2,0.2255338,0.006904834,0.2240578
4411,0004411.bin,2804411,2,11,2,0.005186302,0.05578864,0.01668813
4412,0004412.bin,2804412,0,6,1,0.04181287,0.006882836999999999,0.01587671
4413,0004413.bin,4413,0,15,2,0.01165587,-2.442024,0.04914386
4414,0004414.bin,1404414,0,9,1,0.05047765,0.005453616999999999,0.02234348
4415,0004415.bin,2804415,1,6,1,0.01873731,0.08724105,0.08827857
4416,0004416.bin,4416,0,9,2,0.007339396999999998,1.646211,0.009165178
4417,0004417.bin,2804417,1,13,2,0.004223141,-0.1879503,0.005419401
4418,0004418.bin,3504418,1,7,1,0.04214847,-0.1822824,0.06298068
4419,0004419.bin,4419,1,7,2,0.09934073,-0.05995531,0.01478488
4420,0004420.bin,704420,2,2,1,0.09601246,0.003111463,0.02122187
4421,0004421.bin,4421,0,15,2,0.03576412,-0.02098686,0.02891101
4422,0004422.bin,4422,1,3,1,0.02636902,0.03098386,0.02985628
4423,0004423.bin,4904423,0,5,2,0.008031201,0.01533973,0.0219886
4424,0004424.bin,4424,0,3,1,0.1799172,0.01604831,0.13030239999999998
4425,0004425.bin,704425,0,11,2,0.03519308,0.005755635,0.008647058000000001
4426,0004426.bin,704426,1,7,1,0.01067712,0.1024701,0.02683467
4427,0004427.bin,4427,2,11,2,0.001186654,0.5035999,0.001323357
4428,0004428.bin,2804428,1,23,2,0.00507955,0.06535895,0.009027717
4429,0004429.bin,4429,0,9,1,0.01729464,0.02998485,0.06915212
4430,0004430.bin,4430,1,7,1,0.02197344,-0.01004098,0.01635915
4431,0004431.bin,4431,1,6,1,0.01848345,0.5455505,0.01990121
4432,0004432.bin,704432,0,9,2,0.01511988,0.5659665,0.02757435
4433,0004433.bin,4433,1,7,2,0.002808065,-0.01737216,0.01566704
4434,0004434.bin,4434,0,11,2,0.01196596,-0.00344218,0.018482
4435,0004435.bin,4435,0,8,1,0.01016025,-0.4338770000000001,0.04794954
4436,0004436.bin,1404436,1,8,1,0.01559055,-0.13796889999999998,0.06190619
4437,0004437.bin,2104437,1,3,1,0.05549821,0.01027918,0.08400588
4438,0004438.bin,4438,1,31,2,0.001365707,-0.01470552,0.001067175
4439,0004439.bin,704439,1,6,1,0.02014769,-0.02288594,0.0438764
4440,0004440.bin,4204440,0,7,2,0.04637795,-0.00547708,0.01831126
4441,0004441.bin,4441,1,15,2,0.002379263,-0.6217341,0.002624311
4442,0004442.bin,1404442,1,4,1,0.01719505,0.1257476,0.02127219
4443,0004443.bin,4443,1,6,1,0.04520816,-0.13838370000000005,0.08146514
4444,0004444.bin,4444,1,9,2,0.05219693,0.00677584,0.01202949
4445,0004445.bin,4445,1,13,1,0.01817044,-0.17149920000000002,0.009653575
4446,0004446.bin,704446,0,6,1,0.06273915,0.008825458000000001,0.03829477
4447,0004447.bin,1404447,0,13,2,0.04376853,-0.1950797,0.03276539
4448,0004448.bin,4448,1,3,1,0.1182339,-0.006862904,0.04755579
4449,0004449.bin,2804449,1,21,2,0.05237987,1.259479,0.01883531
4450,0004450.bin,704450,0,17,2,0.01185719,2.761743,0.03344764
4451,0004451.bin,4451,1,17,2,0.01095255,0.1318705,0.03641301
4452,0004452.bin,4452,0,6,1,0.08524583,-0.007552435,0.05748015
4453,0004453.bin,704453,1,7,1,0.08058719,0.003905407,0.03366145
4454,0004454.bin,4454,0,8,1,0.008728356,0.3281661,0.014741999999999996
4455,0004455.bin,1404455,0,17,2,0.002890551,2.785264,0.002003231
4456,0004456.bin,4456,1,4,1,0.02125991,1.359584,0.03922092
4457,0004457.bin,1404457,0,11,2,0.06612663,0.2055862,0.014350299999999996
4458,0004458.bin,4458,1,4,1,0.1051765,0.3047881,0.03359463
4459,0004459.bin,704459,0,35,2,0.002262372,0.26072270000000003,0.01299867
4460,0004460.bin,2104460,0,5,1,0.021469400000000003,-0.06739202,0.02143843
4461,0004461.bin,4461,0,5,1,0.04049019,-0.348507,0.02870091
4462,0004462.bin,1404462,1,13,2,0.003360433,-0.252337,0.001622008
4463,0004463.bin,4463,0,3,1,0.02807805,-0.01468052,0.1079496
4464,0004464.bin,704464,1,7,2,0.003849478,-0.01686271,0.0137287
4465,0004465.bin,1404465,0,10,1,0.0128697,-0.02068472,0.01090694
4466,0004466.bin,4466,1,15,2,0.0188007,0.15884120000000002,0.02014886
4467,0004467.bin,1404467,0,33,2,0.01715081,-0.008494076,0.02223796
4468,0004468.bin,4468,1,2,1,0.0442445,-1.99412,0.0827594
4469,0004469.bin,4469,1,59,2,0.0008574349,1.927797,0.00109683
4470,0004470.bin,704470,1,11,1,0.03897366,-0.6525613,0.02010041
4471,0004471.bin,704471,1,7,2,0.01441395,-0.1746749,0.09204536
4472,0004472.bin,704472,1,6,1,0.09327539,1.725379,0.06560523
4473,0004473.bin,704473,0,4,1,0.1096971,0.01075466,0.02867142
4474,0004474.bin,4474,0,9,1,0.02267141,-0.04869556,0.03938054
4475,0004475.bin,4475,0,23,2,0.01141976,0.4470875,0.006759482
4476,0004476.bin,4476,1,6,1,0.02987378,-0.01320998,0.03031182
4477,0004477.bin,2804477,1,11,2,0.03053746,-0.4972913,0.02068749
4478,0004478.bin,4478,0,5,1,0.07017979,-0.09812847,0.1066546
4479,0004479.bin,704479,2,5,2,0.03789465,0.003043834,0.01930598
4480,0004480.bin,2104480,0,5,2,0.1100654,0.05290063,0.08339427
4481,0004481.bin,704481,0,8,1,0.0422277,-0.006693037,0.02739345
4482,0004482.bin,2104482,0,5,2,0.06764267,-0.01425865,0.04942489
4483,0004483.bin,4483,1,6,1,0.05441922,0.005470745999999999,0.03253622
4484,0004484.bin,4484,0,9,2,0.07714258,0.4726149000000001,0.01078481
4485,0004485.bin,1404485,1,11,2,0.09837155,-0.01030879,0.009490988
4486,0004486.bin,704486,1,8,1,0.01386808,0.00635346,0.01767037
4487,0004487.bin,4487,0,31,2,0.001981195,0.05877428,0.001248337
4488,0004488.bin,2104488,1,11,2,0.01358359,0.09620875,0.1245136
4489,0004489.bin,4204489,0,4,1,0.04648865,2.799455,0.09062806
4490,0004490.bin,2104490,2,3,2,0.05280561,-0.01325802,0.2238773
4491,0004491.bin,4491,0,17,2,0.01716828,0.04991296,0.05402833
4492,0004492.bin,704492,1,7,2,0.008786433,-0.06350832,0.0424268
4493,0004493.bin,4493,1,9,2,0.02829986,0.9316496,0.03998275
4494,0004494.bin,4494,0,7,2,0.006082395,0.02425877,0.006583335
4495,0004495.bin,4495,0,3,1,0.1574728,0.5375207,0.05758544
4496,0004496.bin,4496,1,7,1,0.05283089,-0.03486324,0.09656202
4497,0004497.bin,4497,0,14,1,0.01392789,-0.17095829999999998,0.04664519
4498,0004498.bin,1404498,0,3,1,0.09365296,0.14956960000000002,0.01584075
4499,0004499.bin,704499,1,15,2,0.009863526,0.153015,0.01398129
4500,0004500.bin,704500,0,8,1,0.04900681,-0.6065143,0.01928495
4501,0004501.bin,4501,1,3,1,0.0380134,0.003222672,0.0633134
4502,0004502.bin,704502,1,31,2,0.009010303,0.09716261,0.03798306
4503,0004503.bin,4503,1,17,1,0.0173071,-0.005867678,0.0035348
4504,0004504.bin,704504,0,21,2,0.009542205,0.05441484,0.03998161
4505,0004505.bin,1404505,0,3,1,0.01849019,-0.03460335,0.08781839
4506,0004506.bin,2104506,0,3,1,0.04776236,0.08981915,0.2047447
4507,0004507.bin,704507,1,6,1,0.02419175,-0.6105224,0.06705365
4508,0004508.bin,4508,1,9,2,0.01001657,-0.02979422,0.006679868
4509,0004509.bin,704509,1,17,2,0.007881184,0.003655466,0.004435983
4510,0004510.bin,4510,0,11,2,0.004879323,0.700983,0.009162117
4511,0004511.bin,4511,1,11,1,0.02345178,0.006436534,0.01188126
4512,0004512.bin,4512,1,9,2,0.0168683,1.832451,0.07364214
4513,0004513.bin,4513,1,4,1,0.06977281,-2.537113,0.1015655
4514,0004514.bin,4514,1,5,1,0.01468033,0.06463628,0.01680895
4515,0004515.bin,704515,0,2,1,0.09923123,-1.181878,0.07615222
4516,0004516.bin,2804516,0,2,1,0.03355581,-1.774362,0.23441170000000006
4517,0004517.bin,4517,1,15,2,0.02084946,-0.008704088,0.01079287
4518,0004518.bin,4518,0,9,2,0.01559146,0.00352224,0.01601564
4519,0004519.bin,4519,0,9,2,0.01250099,-0.25790050000000003,0.02799508
4520,0004520.bin,2104520,1,13,2,0.01634868,0.004786456,0.06195740000000001
4521,0004521.bin,704521,0,9,2,0.03650139,0.01668983,0.1104053
4522,0004522.bin,2104522,1,17,2,0.005564116,0.008199755999999999,0.02896338
4523,0004523.bin,704523,1,23,2,0.01834029,0.07977701,0.03905136
4524,0004524.bin,2104524,1,29,2,0.01353377,-0.00854765,0.03607524
4525,0004525.bin,4525,1,7,2,0.007745695,-2.86276,0.01537769
4526,0004526.bin,1404526,1,9,1,0.01644233,0.1455662,0.04006786
4527,0004527.bin,4904527,0,6,1,0.01165389,-0.24512470000000006,0.03140825
4528,0004528.bin,4528,1,5,1,0.02820486,0.01700335,0.09879219
4529,0004529.bin,4529,2,9,2,0.006343353,-0.4480419,0.006400207
4530,0004530.bin,4530,0,7,1,0.07860234,-0.02579577,0.02429853
4531,0004531.bin,4531,0,13,2,0.002973985,-0.006546529000000001,0.032713599999999995
4532,0004532.bin,4532,0,5,2,0.05733379,0.6988175999999999,0.02648289
4533,0004533.bin,4533,0,5,1,0.02866344,0.0030218640000000004,0.05713699
4534,0004534.bin,4534,0,15,2,0.007636393000000002,0.28900370000000003,0.07470817
4535,0004535.bin,4535,0,11,1,0.02460918,0.004032733,0.03084668
4536,0004536.bin,704536,0,17,2,0.004525765,0.02142518,0.04532184
4537,0004537.bin,704537,1,19,2,0.003681966,-0.1776043,0.04344719
4538,0004538.bin,704538,0,8,1,0.02230162,-0.1759044,0.02122631
4539,0004539.bin,1404539,0,19,2,0.02001818,0.04442096,0.01971647
4540,0004540.bin,4540,0,13,2,0.03240127,-0.02773857,0.07213951
4541,0004541.bin,704541,0,13,1,0.02482644,-0.2176377,0.04629174
4542,0004542.bin,4542,1,15,2,0.006294915999999999,-0.09473842,0.02459993
4543,0004543.bin,2804543,1,21,2,0.01053737,-2.720912,0.005800128000000001
4544,0004544.bin,1404544,0,25,2,0.02101075,0.02506745,0.01807987
4545,0004545.bin,1404545,0,7,1,0.06041319,0.5584446,0.04729557
4546,0004546.bin,1404546,0,8,1,0.0140433,0.8485789,0.01091574
4547,0004547.bin,704547,0,11,2,0.1097487,0.007940171999999999,0.002012259
4548,0004548.bin,704548,1,16,1,0.02398613,-0.03692489,0.02268285
4549,0004549.bin,1404549,0,2,1,0.03733846,1.039632,0.03892994
4550,0004550.bin,4550,2,3,1,0.03765961,-0.4833471,0.02946296
4551,0004551.bin,704551,1,13,2,0.008121609,-2.841117,0.0191958
4552,0004552.bin,4552,1,7,1,0.0230755,0.4855125,0.01076644
4553,0004553.bin,4553,0,4,1,0.0338038,-1.0734860000000002,0.04355678
4554,0004554.bin,704554,1,29,2,0.01036094,1.222558,0.001112086
4555,0004555.bin,4555,0,35,2,0.003116083,-2.971392,0.02150252
4556,0004556.bin,1404556,0,9,2,0.1058547,-0.01081494,0.06056545
4557,0004557.bin,4557,0,21,2,0.01791578,0.01073692,0.004338013
4558,0004558.bin,4558,2,9,2,0.003959551,0.2194027,0.005150259
4559,0004559.bin,4559,1,5,2,0.01650795,-0.008025588,0.0073000780000000015
4560,0004560.bin,704560,2,3,1,0.06223685,0.9403102,0.0178648
4561,0004561.bin,4561,1,15,2,0.01137315,-0.003033149,0.03964579
4562,0004562.bin,4562,1,2,1,0.05180219,-0.5710937,0.07532873
4563,0004563.bin,4563,2,4,1,0.01257669,-1.317823,0.00907436
4564,0004564.bin,1404564,0,6,1,0.110585,-0.044044199999999985,0.03392938
4565,0004565.bin,1404565,1,13,2,0.01098965,-0.21365570000000006,0.0326534
4566,0004566.bin,704566,1,9,2,0.05301918,0.00692387,0.01067629
4567,0004567.bin,704567,0,11,2,0.008796623,0.1116756,0.04850647
4568,0004568.bin,4568,2,3,1,0.03764661,0.008426872,0.06808611
4569,0004569.bin,704569,1,13,2,0.03857734,-0.1183221,0.0035327920000000007
4570,0004570.bin,4570,0,5,2,0.007930711,0.7339150999999999,0.01649138
4571,0004571.bin,4571,1,17,2,0.007503956999999999,-1.228918,0.04660319
4572,0004572.bin,1404572,1,7,2,0.005104625,0.02064365,0.02119833
4573,0004573.bin,704573,1,27,2,0.01277,1.541443,0.005886131
4574,0004574.bin,704574,2,7,2,0.004876656,0.2692525,0.03473593
4575,0004575.bin,4575,1,49,2,0.002372814,0.03973125,0.02363672
4576,0004576.bin,4576,0,13,2,0.01647872,0.05206527,0.01346244
4577,0004577.bin,4577,1,29,2,0.02215243,0.9358638,0.0015335420000000002
4578,0004578.bin,1404578,0,5,1,0.01019854,1.944193,0.0082495
4579,0004579.bin,1404579,1,4,1,0.03320841,0.1299285,0.02799635
4580,0004580.bin,4580,1,11,2,0.009210744,-0.005174499999999999,0.09127443
4581,0004581.bin,2104581,0,10,1,0.01252178,-0.009314828,0.01739228
4582,0004582.bin,4582,1,6,1,0.02810351,0.02913872,0.05774122
4583,0004583.bin,2804583,1,17,2,0.004793112,-0.323996,0.0045249190000000005
4584,0004584.bin,4584,1,3,1,0.0236461,-0.07955079,0.15427190000000002
4585,0004585.bin,4585,1,3,1,0.04755558,0.01811829,0.01443308
4586,0004586.bin,704586,2,3,2,0.03633792,-1.236977,0.05082261
4587,0004587.bin,704587,1,5,1,0.04088398,-0.02740495,0.09757517
4588,0004588.bin,4588,0,4,1,0.02871845,0.02499308,0.05860418
4589,0004589.bin,4589,0,4,1,0.05634748,-0.211511,0.05767240000000001
4590,0004590.bin,704590,0,13,2,0.01143313,0.5843743,0.03477047
4591,0004591.bin,2104591,0,5,1,0.06707205,-0.004285921,0.04642723
4592,0004592.bin,4592,1,7,2,0.01643133,-0.005136014,0.189714
4593,0004593.bin,4593,0,3,1,0.1238183,0.02546329,0.03760112
4594,0004594.bin,4594,0,9,1,0.03000652,-0.009563527,0.02649174
4595,0004595.bin,704595,0,12,1,0.02777164,-0.1878929,0.008893313
4596,0004596.bin,4596,1,4,1,0.0373725,0.04287922,0.0608517
4597,0004597.bin,4597,1,7,2,0.1263611,-0.1955001,0.1306147
4598,0004598.bin,704598,0,45,2,0.0034580220000000003,1.105094,0.01677762
4599,0004599.bin,1404599,1,7,1,0.08236125,-0.3742115,0.08249953
4600,0004600.bin,4600,0,8,1,0.02791934,0.04134108,0.08148481
4601,0004601.bin,4601,0,6,1,0.09473495,0.16082879999999994,0.01540923
4602,0004602.bin,4602,0,6,1,0.07563729,0.004178937,0.04963518
4603,0004603.bin,704603,0,4,1,0.06674048,-0.5407279,0.03768661
4604,0004604.bin,4604,1,5,1,0.09690654,0.01542488,0.02342104
4605,0004605.bin,704605,0,21,2,0.01111798,-1.000979,0.004853913
4606,0004606.bin,4606,0,5,1,0.02736513,0.02278016,0.04476227
4607,0004607.bin,4607,0,7,2,0.003400053,-0.07577233,0.01229838
4608,0004608.bin,4608,1,23,2,0.007674077,0.006709915,0.02574586
4609,0004609.bin,4609,1,4,1,0.01860841,-0.07007191,0.02239775
4610,0004610.bin,2104610,1,18,1,0.007825386,0.1300174,0.02887297
4611,0004611.bin,4611,0,13,1,0.02519678,0.09861682,0.012821100000000002
4612,0004612.bin,1404612,1,7,2,0.006542276999999999,0.003701802,0.01184086
4613,0004613.bin,4613,1,7,1,0.07130531,-0.14709260000000002,0.0594746
4614,0004614.bin,704614,0,3,1,0.04078601,1.42987,0.1409871
4615,0004615.bin,704615,0,7,1,0.01927577,0.22834570000000004,0.0104745
4616,0004616.bin,4616,1,7,2,0.01004056,0.1269007,0.05868229
4617,0004617.bin,4617,1,11,2,0.009920696,0.09035106,0.01479027
4618,0004618.bin,704618,0,13,2,0.001407034,-0.1309714,0.003550597
4619,0004619.bin,1404619,2,9,2,0.008366051,-0.7596651,0.02163544
4620,0004620.bin,4620,1,19,1,0.02223835,-0.3268395,0.01921498
4621,0004621.bin,4621,0,12,1,0.01571056,0.3704458,0.004152392
4622,0004622.bin,2104622,1,17,2,0.003520261,0.004984537,0.004692137
4623,0004623.bin,4623,0,2,1,0.2240576,-0.02243885,0.1862319
4624,0004624.bin,4624,0,7,1,0.05319447,-0.05602086,0.03004205
4625,0004625.bin,1404625,0,5,2,0.13280279999999994,-0.005031689000000001,0.01096494
4626,0004626.bin,2104626,0,35,2,0.007039076,-0.08084322,0.002194776
4627,0004627.bin,1404627,0,9,2,0.02609812,0.006060451,0.04859269
4628,0004628.bin,4628,1,6,1,0.01797426,-1.148136,0.04137526
4629,0004629.bin,4629,0,15,2,0.02136797,-0.02578068,0.007509246
4630,0004630.bin,4630,0,4,1,0.04893548,0.006373173,0.03659889
4631,0004631.bin,704631,0,12,1,0.009595246,0.04708149,0.009764616
4632,0004632.bin,4632,0,17,2,0.0006882214,0.6673663000000001,0.002721916
4633,0004633.bin,4633,0,11,1,0.04788275,-0.04127517,0.01350822
4634,0004634.bin,704634,0,5,1,0.03138093,0.01728809,0.02721214
4635,0004635.bin,4635,2,3,2,0.1119615,0.004047819,0.1466295
4636,0004636.bin,704636,0,9,2,0.01061484,0.401654,0.01116605
4637,0004637.bin,1404637,0,9,2,0.002376394,0.08145687,0.005221432
4638,0004638.bin,4638,1,12,1,0.04164071,-0.0030982740000000003,0.003198171
4639,0004639.bin,1404639,0,5,1,0.03627669,-2.430434,0.07216817
4640,0004640.bin,4640,0,6,1,0.02831519,-0.007287211999999999,0.06370314
4641,0004641.bin,4641,0,5,1,0.06781025,0.5299038,0.06270789
4642,0004642.bin,2804642,0,13,1,0.03226528,-0.01014178,0.01991598
4643,0004643.bin,1404643,0,7,1,0.02129846,-0.0308519,0.07007499
4644,0004644.bin,704644,1,15,1,0.02499947,-0.05816805,0.009853045
4645,0004645.bin,4645,0,5,1,0.0337976,-0.6314729,0.06272737
4646,0004646.bin,4646,0,11,2,0.01854717,0.00753495,0.047496300000000005
4647,0004647.bin,704647,2,2,1,0.3331514,0.0068003690000000006,0.2099432
4648,0004648.bin,4648,0,7,2,0.1635319,-0.00366065,0.07221734
4649,0004649.bin,4649,1,5,1,0.01831974,0.8017294,0.01613342
4650,0004650.bin,4650,1,9,2,0.02028079,0.02065802,0.008556666
4651,0004651.bin,704651,1,5,2,0.02204702,1.916242,0.004395428
4652,0004652.bin,4652,0,16,1,0.0078764,0.399396,0.008083378
4653,0004653.bin,1404653,0,13,1,0.01485269,0.5921495,0.0042128090000000005
4654,0004654.bin,2804654,1,25,1,0.00303132,0.3921969,0.004023883
4655,0004655.bin,704655,0,13,2,0.006103374,1.001681,0.01032021
4656,0004656.bin,4656,2,7,2,0.001695559,1.927557,0.02604352
4657,0004657.bin,1404657,0,17,2,0.004876259,-0.4011503,0.006536826999999999
4658,0004658.bin,704658,1,6,1,0.03575682,0.1970998,0.03138391
4659,0004659.bin,704659,1,18,1,0.009014341,0.06426917,0.01659592
4660,0004660.bin,4660,1,10,1,0.01195083,0.8286976999999999,0.02062573
4661,0004661.bin,4661,1,9,2,0.02642804,-0.0867579,0.001756781
4662,0004662.bin,704662,0,3,1,0.01652067,-0.5458185000000001,0.03536437
4663,0004663.bin,4663,0,4,1,0.06834998,-0.02389975,0.03902505
4664,0004664.bin,4664,1,25,2,0.02658436,-0.003043952,0.01246707
4665,0004665.bin,1404665,1,43,2,0.002104406,0.5276258,0.002713357
4666,0004666.bin,4666,0,8,1,0.03404657,-0.1131517,0.07595423
4667,0004667.bin,4667,0,11,1,0.01162483,0.06437996,0.02795343
4668,0004668.bin,4668,1,2,1,0.09275312,0.1441046,0.1678191
4669,0004669.bin,4669,1,10,1,0.004577971,0.01239375,0.005175133
4670,0004670.bin,4670,1,11,2,0.0117461,-0.004882955,0.0062735230000000005
4671,0004671.bin,4671,1,2,1,0.28151459999999995,-0.01349402,0.06742596
4672,0004672.bin,1404672,1,19,2,0.003766191,0.02443254,0.01728428
4673,0004673.bin,1404673,0,9,1,0.01348133,-0.5217795999999999,0.02046385
4674,0004674.bin,704674,1,7,1,0.03239977,-0.01536652,0.05012725
4675,0004675.bin,2104675,0,5,2,0.04986822,-0.003228859,0.009995159
4676,0004676.bin,4676,0,5,2,0.008840315999999999,-0.2819844,0.00890503
4677,0004677.bin,4677,0,3,1,0.03405642,-0.003650526,0.06123654
4678,0004678.bin,4678,0,11,2,0.0228953,-0.03603181,0.07602263
4679,0004679.bin,4679,0,23,2,0.008675995,0.04601376,0.005243027
4680,0004680.bin,4680,0,45,2,0.01451293,-0.005998580999999999,0.01102239
4681,0004681.bin,1404681,0,3,1,0.08698316,0.007493524,0.0525556
4682,0004682.bin,3504682,0,6,1,0.06964939,0.02417667,0.03406973
4683,0004683.bin,4683,0,11,2,0.004772337,-1.054584,0.01604798
4684,0004684.bin,4684,0,4,1,0.1396213,0.05963856,0.05220684
4685,0004685.bin,4685,1,5,1,0.02717371,-0.2807914,0.06586305
4686,0004686.bin,4686,0,9,2,0.04833055,-0.1419371,0.0248668
4687,0004687.bin,2804687,1,6,1,0.04113157,-0.07540152,0.02817287
4688,0004688.bin,1404688,1,7,2,0.07496421,-0.3273146,0.01486268
4689,0004689.bin,704689,1,3,1,0.0417193,0.3644505,0.04949402
4690,0004690.bin,4690,1,15,2,0.006563795999999999,0.1848893,0.01381761
4691,0004691.bin,4691,1,20,1,0.01031756,0.006898218,0.0211685
4692,0004692.bin,704692,0,12,1,0.01251393,0.01527875,0.01236993
4693,0004693.bin,4693,1,4,1,0.0357204,1.0514290000000002,0.11203119999999997
4694,0004694.bin,4694,1,3,1,0.09019035,0.1084414,0.04967498
4695,0004695.bin,4695,1,9,2,0.1352294,0.01469488,0.05972215
4696,0004696.bin,704696,0,5,2,0.0535996,0.00415678,0.02851039
4697,0004697.bin,2104697,0,2,1,0.05671023,-1.20004,0.05337089
4698,0004698.bin,4698,1,71,2,0.003323276,-0.1165951,0.001394267
4699,0004699.bin,4699,0,15,2,0.002406142,0.01020498,0.003126591
4700,0004700.bin,1404700,1,8,1,0.02479727,-0.1927583,0.04071716
4701,0004701.bin,4701,1,11,2,0.01688114,-0.5434474,0.0204995
4702,0004702.bin,704702,1,6,1,0.02373956,-0.01746724,0.01186036
4703,0004703.bin,1404703,1,11,2,0.012687100000000002,0.4659074,0.02534255
4704,0004704.bin,2104704,0,21,2,0.01006184,-0.1515906,0.003355797
4705,0004705.bin,704705,2,5,2,0.03761948,0.009867543,0.1045064
4706,0004706.bin,704706,1,19,1,0.007644901,0.006839992,0.005524092
4707,0004707.bin,4707,0,23,1,0.004272888,-2.797877,0.004169102
4708,0004708.bin,4708,1,15,2,0.01654703,-0.194592,0.01323752
4709,0004709.bin,1404709,0,13,2,0.01196745,-0.03843062,0.009423747
4710,0004710.bin,704710,0,7,2,0.01404036,0.0207259,0.08690053
4711,0004711.bin,2104711,1,21,2,0.003784325,-0.2224629,0.01653932
4712,0004712.bin,704712,1,9,2,0.03042284,-0.05899846,0.02575809
4713,0004713.bin,704713,0,5,1,0.01745548,-0.02519904,0.02634241
4714,0004714.bin,4714,1,5,1,0.03630233,-1.542033,0.13529979999999994
4715,0004715.bin,1404715,1,21,2,0.008995633000000001,-0.2636361,0.00919816
4716,0004716.bin,704716,1,11,2,0.02673736,-0.03124419,0.01020032
4717,0004717.bin,1404717,1,37,2,0.0074127390000000015,-0.09946653,0.001539945
4718,0004718.bin,704718,2,5,1,0.02943369,-0.2338212,0.009007615
4719,0004719.bin,1404719,1,11,2,0.01717611,0.0039277520000000005,0.07293121
4720,0004720.bin,704720,0,5,2,0.01588668,0.05607299,0.01558554
4721,0004721.bin,4721,1,9,2,0.002352845,0.1271415,0.007877551
4722,0004722.bin,704722,1,4,1,0.02792193,0.4938955,0.09802028
4723,0004723.bin,4723,1,5,2,0.00959865,0.6607164000000001,0.0733938
4724,0004724.bin,4724,1,7,1,0.03187141,0.02630325,0.03183669
4725,0004725.bin,2104725,0,19,1,0.008939576999999999,-0.16162929999999998,0.01060092
4726,0004726.bin,4726,0,5,1,0.02531967,0.0593692,0.09319698
4727,0004727.bin,1404727,0,10,1,0.01321513,0.03958689,0.05174522
4728,0004728.bin,4728,0,4,1,0.0995436,0.04649367,0.0257664
4729,0004729.bin,4729,0,3,1,0.11424289999999998,-0.003729253,0.1227846
4730,0004730.bin,4730,1,5,2,0.01472041,0.4852691,0.02571043
4731,0004731.bin,4731,0,7,2,0.01924142,-0.3992873,0.01801204
4732,0004732.bin,4732,1,11,1,0.02060319,0.2042563,0.0208763
4733,0004733.bin,704733,2,4,1,0.008941366999999999,0.0030121970000000003,0.08244248
4734,0004734.bin,4734,1,9,2,0.004208768,-1.379932,0.001964011
4735,0004735.bin,4735,0,5,2,0.1055579,-0.005955662,0.07374735
4736,0004736.bin,2104736,1,13,2,0.001918365,-0.4234476,0.06330276
4737,0004737.bin,704737,0,16,1,0.0379945,-0.009824134,0.01012123
4738,0004738.bin,2804738,1,7,1,0.03474487,-0.04309909,0.02171303
4739,0004739.bin,4739,1,9,1,0.02076943,-0.175374,0.05349805
4740,0004740.bin,704740,1,9,2,0.02012992,-0.01950317,0.003872372
4741,0004741.bin,4741,0,5,1,0.0287978,1.130244,0.01345606
4742,0004742.bin,704742,1,5,2,0.07134751,-0.01871976,0.2272265
4743,0004743.bin,1404743,0,7,2,0.07441557,0.30584720000000004,0.09448349
