,runstring,seed,pairindex,j,k,Zstar,libfac,Zcom
0,0000000.bin,3500000,1,12,1,0.02165038,0.007181011,0.04166906
1,0000001.bin,700001,1,19,2,0.06029125,0.5232044,0.01065561
2,0000002.bin,2,0,6,1,0.02635348,0.01299504,0.05031908
3,0000003.bin,2100003,0,5,2,0.02351106,0.7134149000000001,0.10219960000000003
4,0000004.bin,700004,0,12,1,0.01747332,0.003611717,0.03980348
5,0000005.bin,1400005,1,23,2,0.004732225,-0.02638225,0.04879355
6,0000006.bin,6,1,5,1,0.0656668,-0.07724743,0.03076866
7,0000007.bin,2100007,0,21,2,0.02515836,0.2341128,0.0297184
8,0000008.bin,8,1,7,1,0.02261202,0.007720586,0.03904033
9,0000009.bin,700009,1,11,2,0.009254916,0.003572109000000001,0.01014287
10,0000010.bin,700010,0,6,1,0.05599299,-0.16560329999999998,0.08288526
11,0000011.bin,2100011,0,8,1,0.0110662,0.103376,0.04666253
12,0000012.bin,12,1,9,2,0.01710251,-2.930812,0.0116643
13,0000013.bin,13,1,9,2,0.04597618,0.2990046,0.04424207
14,0000014.bin,700014,2,8,1,0.008937921,0.003497063,0.01248498
15,0000015.bin,700015,0,9,2,0.06743867,0.1551293,0.02489899
16,0000016.bin,16,1,21,2,0.002174931,-1.095295,0.004798055
17,0000017.bin,700017,0,14,1,0.01127654,-0.01552443,0.007188645
18,0000018.bin,700018,1,3,1,0.04202623,-0.02777658,0.06534137
19,0000019.bin,1400019,0,6,1,0.07450989,1.933554,0.04359758
20,0000020.bin,700020,0,19,2,0.01123526,1.338476,0.002124531
21,0000021.bin,700021,0,3,1,0.03930725,0.6628377,0.02852755
22,0000022.bin,22,0,3,1,0.1273672,-0.4964793,0.1538081
23,0000023.bin,700023,0,20,1,0.02005062,-0.009333173,0.01287916
24,0000024.bin,700024,0,3,1,0.06716949,-0.04064015,0.02968609
25,0000025.bin,700025,1,11,1,0.0305236,-0.01745089,0.04173005
26,0000026.bin,26,2,2,1,0.02113721,-2.141078,0.0159317
27,0000027.bin,27,2,9,2,0.001626604,-0.8910325000000001,0.004054915
28,0000028.bin,28,2,4,1,0.02029167,-0.2459939,0.0194362
29,0000029.bin,29,1,4,1,0.05077144,-0.03225255,0.0146949
30,0000030.bin,700030,2,5,1,0.01004904,-0.003389023,0.01321051
31,0000031.bin,31,1,5,1,0.009917582,0.006523069,0.05719437
32,0000032.bin,32,0,6,1,0.03643944,0.4343531,0.02467861
33,0000033.bin,700033,0,18,1,0.004939211,0.02205959,0.00613591
34,0000034.bin,34,2,7,2,0.1044768,0.03725707,0.008213877
35,0000035.bin,35,0,9,2,0.02774907,0.01712249,0.07195838
36,0000036.bin,700036,0,11,2,0.04210143,-0.1294639,0.01288604
37,0000037.bin,1400037,1,25,2,0.003435705,-0.00408089,0.00674903
38,0000038.bin,38,1,15,2,0.03620008,0.03998678,0.02609843
39,0000039.bin,700039,1,7,2,0.06919109,1.031916,0.00660374
40,0000040.bin,1400040,1,7,2,0.02694772,-1.424688,0.01833203
41,0000041.bin,41,1,33,2,0.008153874,-0.3527924000000001,0.003882962
42,0000042.bin,42,0,5,1,0.07644272,0.3215287,0.05505963
43,0000043.bin,43,1,10,1,0.02043488,0.373626,0.02394766
44,0000044.bin,1400044,0,9,2,0.02534381,-0.02809785,0.04427157
45,0000045.bin,45,1,27,2,0.001888838,0.08509205,0.004545626
46,0000046.bin,46,1,6,1,0.04542924,0.008570849,0.009862839
47,0000047.bin,47,0,17,2,0.005287422,0.04333038,0.03782013
48,0000048.bin,48,0,21,2,0.005347493,0.5795305000000001,0.004754773
49,0000049.bin,49,1,21,1,0.01183128,0.00422808,0.01956626
50,0000050.bin,50,1,15,2,0.02346677,2.44416,0.02776062
51,0000051.bin,700051,1,4,1,0.05132705,0.07893376,0.09961838
52,0000052.bin,700052,1,7,1,0.05425708,0.09265614,0.06579513
53,0000053.bin,700053,1,31,2,0.007782101,-0.004535162,0.004208753
54,0000054.bin,54,1,10,1,0.01863807,-0.06555751,0.05241159
55,0000055.bin,55,0,4,1,0.09361093,-0.02415094,0.14189200000000002
56,0000056.bin,56,1,11,1,0.06023055,0.05480472,0.01080971
57,0000057.bin,700057,0,9,1,0.05986066,-0.21422420000000006,0.02631737
58,0000058.bin,58,0,3,1,0.03329269,-0.06688367,0.2109462
59,0000059.bin,59,0,2,1,0.05436908,0.02381641,0.1818056
60,0000060.bin,700060,0,7,2,0.1805653,0.2029334,0.1017441
61,0000061.bin,61,0,15,2,0.01271324,0.7745563,0.02175223
62,0000062.bin,700062,1,18,1,0.006993049,0.003782619,0.01966868
63,0000063.bin,700063,0,9,2,0.00902032,0.1282996,0.01745015
64,0000064.bin,700064,1,7,1,0.03021656,-0.01967195,0.02094679
65,0000065.bin,4900065,1,47,2,0.0009273212,0.1787009,0.01811613
66,0000066.bin,1400066,1,5,2,0.09527219,0.009637781,0.04300426
67,0000067.bin,67,0,5,1,0.0399124,-0.1845817,0.07280446
68,0000068.bin,68,2,3,2,0.1025319,-0.01611461,0.02509766
69,0000069.bin,700069,0,13,2,0.02469853,-0.5520293000000001,0.006739963000000001
70,0000070.bin,70,1,8,1,0.08433976,0.008730784,0.04824518
71,0000071.bin,4200071,1,41,2,0.01087398,-0.005570342,0.00734074
72,0000072.bin,72,0,6,1,0.04702343,-0.7454309,0.05905586
73,0000073.bin,73,0,19,2,0.007440198,-0.004989122,0.01512455
74,0000074.bin,700074,0,7,2,0.05824007,2.879162,0.01585456
75,0000075.bin,75,1,14,1,0.01573239,-0.04281352,0.004767448
76,0000076.bin,76,1,9,2,0.009841753,-1.007792,0.020265900000000003
77,0000077.bin,77,1,15,2,0.003408707,2.168961,0.001724199
78,0000078.bin,700078,1,7,2,0.03272247,-0.30156550000000004,0.0014479870000000002
79,0000079.bin,79,1,11,1,0.03026558,0.09131186,0.01161035
80,0000080.bin,80,1,17,2,0.01244364,-0.118986,0.00450701
81,0000081.bin,81,1,7,2,0.004993652,0.06731848,0.1328542
82,0000082.bin,1400082,0,3,1,0.06889804,0.5834866,0.03733651
83,0000083.bin,83,1,11,2,0.1004298,0.01299455,0.00517423
84,0000084.bin,700084,1,23,2,0.0034655890000000003,0.004125312,0.003050195
85,0000085.bin,1400085,0,7,2,0.02986756,1.2242030000000002,0.020059200000000003
86,0000086.bin,1400086,0,4,1,0.08556637,-0.01858633,0.1481868
87,0000087.bin,700087,1,7,2,0.04570217,1.780927,0.02787676
88,0000088.bin,88,0,9,2,0.01526636,-0.3692337,0.03326045
89,0000089.bin,700089,0,9,2,0.0127077,0.5444062,0.02299888
90,0000090.bin,700090,0,4,1,0.01984917,0.09655855,0.06080152
91,0000091.bin,700091,1,7,2,0.03201015,0.004175109000000001,0.05096082
92,0000092.bin,92,0,39,2,0.004116217,-0.1637375,0.002465876
93,0000093.bin,93,2,3,2,0.03440363,0.009900323,0.2125343
94,0000094.bin,94,0,2,1,0.1621437,-0.03888975,0.0819289
95,0000095.bin,95,1,3,1,0.09329445,0.7925625,0.07961729
96,0000096.bin,96,1,7,2,0.01012708,0.03160094,0.07412794
97,0000097.bin,97,1,2,1,0.1185255,0.14151960000000002,0.02666204
98,0000098.bin,1400098,1,4,1,0.02872316,0.01730219,0.0210262
99,0000099.bin,99,1,23,2,0.00151248,-0.0054557780000000005,0.008109797
100,0000100.bin,100,1,8,1,0.05150725,0.0599328,0.03545268
101,0000101.bin,101,1,29,2,0.017731999999999998,-0.407322,0.01005129
102,0000102.bin,102,1,57,2,0.001496874,-2.270559,0.0017147820000000002
103,0000103.bin,2800103,0,15,2,0.01679053,0.248982,0.01344617
104,0000104.bin,700104,1,11,2,0.01808874,-2.498495,0.02018374
105,0000105.bin,700105,1,4,1,0.0202596,0.4123231,0.02271247
106,0000106.bin,106,0,19,2,0.003484286,0.7872342,0.00530085
107,0000107.bin,700107,1,10,1,0.06268995,-0.0074397080000000015,0.01182341
108,0000108.bin,700108,0,7,1,0.02162006,0.005874369,0.04087431
109,0000109.bin,1400109,1,9,2,0.007155179,-0.008008737,0.00640275
110,0000110.bin,7700110,2,3,2,0.01874045,-0.052013300000000005,0.01109056
111,0000111.bin,111,1,12,1,0.03776754,-0.2324425,0.02207915
112,0000112.bin,112,0,8,1,0.05543571,0.2971207,0.06737638
113,0000113.bin,700113,0,17,2,0.02686023,2.162237,0.07510523
114,0000114.bin,700114,0,17,2,0.003495902,-0.1456989,0.01851366
115,0000115.bin,2800115,0,2,1,0.05202136,0.004631881,0.09619369
116,0000116.bin,116,0,9,2,0.02399497,0.08484516,0.01144405
117,0000117.bin,117,0,9,1,0.02370699,-0.3822414,0.01367185
118,0000118.bin,118,1,4,1,0.01780475,-1.363109,0.03476028
119,0000119.bin,2100119,0,17,2,0.0191277,1.305654,0.04236776
120,0000120.bin,120,0,6,1,0.0696745,-0.07319789,0.08373922
121,0000121.bin,121,0,5,1,0.05173736,-0.1108396,0.02237729
122,0000122.bin,1400122,1,4,1,0.09384515,0.02081385,0.05106086
123,0000123.bin,700123,1,7,1,0.04053705,0.02914404,0.01278936
124,0000124.bin,700124,0,17,2,0.009634004,-1.600707,0.02148047
125,0000125.bin,125,0,4,1,0.04329918,0.1993636,0.02394863
126,0000126.bin,126,2,4,1,0.04165924,0.07862535,0.07273611
127,0000127.bin,127,2,2,1,0.026516200000000004,-1.983791,0.04527128
128,0000128.bin,128,1,3,1,0.2262727,-0.0271005,0.07519663
129,0000129.bin,700129,0,2,1,0.1370247,-0.0399224,0.33211690000000005
130,0000130.bin,2800130,0,4,1,0.07273583,1.553431,0.04486295
131,0000131.bin,131,1,13,2,0.004785446,0.6523339,0.01356002
132,0000132.bin,132,0,5,2,0.02224418,1.054083,0.0178865
133,0000133.bin,1400133,1,10,1,0.007099901,-0.05004344,0.03425743
134,0000134.bin,1400134,2,5,1,0.02014038,-0.1313075,0.01985519
135,0000135.bin,700135,0,9,2,0.01495798,-0.34447340000000004,0.03284979
136,0000136.bin,700136,1,12,1,0.01152542,0.3520256,0.007459414
137,0000137.bin,137,0,3,1,0.08115449,-0.003216645,0.1920543
138,0000138.bin,138,1,6,1,0.03965976,0.01933033,0.01721872
139,0000139.bin,700139,0,7,2,0.01887599,0.1420445,0.02156597
140,0000140.bin,1400140,2,3,2,0.2412549,-0.1839058,0.02029112
141,0000141.bin,141,0,14,1,0.01077072,-0.009440854,0.003490528
142,0000142.bin,700142,0,6,1,0.04026369,2.208793,0.022455000000000003
143,0000143.bin,143,0,11,1,0.02746887,0.09161279,0.02997382
144,0000144.bin,144,0,7,2,0.1099042,-0.005540211999999999,0.04070916
145,0000145.bin,1400145,1,27,2,0.002380025,2.494003,0.002206894
146,0000146.bin,146,0,3,1,0.02956892,0.021066,0.04708598
147,0000147.bin,700147,1,4,1,0.0366707,-0.06528717,0.03631269
148,0000148.bin,700148,0,9,2,0.04590223,0.20866060000000006,0.01996444
149,0000149.bin,149,0,6,1,0.005228361,0.0102359,0.01725533
150,0000150.bin,150,1,39,2,0.001796634,-0.05462393,0.003437257
151,0000151.bin,1400151,0,3,1,0.09478657,-0.34009720000000004,0.04492237
152,0000152.bin,152,2,3,2,0.1137194,1.539247,0.01008364
153,0000153.bin,1400153,1,41,2,0.002388779,-0.007199442,0.02417755
154,0000154.bin,154,1,4,1,0.1245135,-0.01804508,0.03212719
155,0000155.bin,1400155,0,45,2,0.007917719,-0.4727368,0.001700852
156,0000156.bin,156,1,9,2,0.01100234,2.244993,0.07043115
157,0000157.bin,1400157,0,9,2,0.04381473,-0.257858,0.03145372
158,0000158.bin,158,0,8,1,0.04796359,0.07296021,0.009180285
159,0000159.bin,159,0,11,2,0.03186614,-0.003452698,0.01312351
160,0000160.bin,700160,0,9,2,0.0102588,-1.674262,0.02080714
161,0000161.bin,161,0,5,1,0.04005315,1.564135,0.03104313
162,0000162.bin,1400162,2,2,1,0.02486972,0.151285,0.1304538
163,0000163.bin,163,1,11,1,0.01581858,0.02414445,0.01730585
164,0000164.bin,700164,1,9,1,0.04440384,-0.01218404,0.01525342
165,0000165.bin,165,0,2,1,0.1203704,-1.977929,0.29202009999999995
166,0000166.bin,700166,0,19,1,0.01717986,0.009181869,0.009226062
167,0000167.bin,167,0,6,1,0.06666369999999999,-0.1082486,0.0374644
168,0000168.bin,2800168,1,35,2,0.001724834,0.00541048,0.03182258
169,0000169.bin,169,2,7,2,0.02998562,-0.9335933,0.02348736
170,0000170.bin,700170,0,13,2,0.02234074,0.8175569,0.09339732
171,0000171.bin,3500171,1,15,2,0.009251847,-0.003573018,0.07801784
172,0000172.bin,172,0,15,2,0.0068111000000000005,-0.04465204,0.05641817
173,0000173.bin,1400173,0,14,1,0.01238529,-0.23451710000000006,0.006574332
174,0000174.bin,174,1,2,1,0.06375358,-0.01594989,0.1018234
175,0000175.bin,1400175,0,9,1,0.02433668,0.005724293,0.02712672
176,0000176.bin,2800176,2,5,2,0.0888489,0.004565729,0.05413085
177,0000177.bin,1400177,1,11,2,0.009926417,0.04861552,0.01080489
178,0000178.bin,1400178,0,15,1,0.009100577,0.01587518,0.03082053
179,0000179.bin,179,0,6,1,0.03877205,-0.004179905,0.02508597
180,0000180.bin,180,0,4,1,0.06545603,0.06697663,0.02181531
181,0000181.bin,181,0,10,1,0.03632847,0.5468569000000001,0.01695858
182,0000182.bin,700182,1,9,1,0.008899229,-2.711273,0.07136371
183,0000183.bin,700183,0,9,1,0.04188155,0.01470765,0.05887296
184,0000184.bin,700184,0,12,1,0.03064219,-0.0049669020000000005,0.04168899
185,0000185.bin,1400185,0,9,2,0.01235631,-0.007824931,0.1041129
186,0000186.bin,186,0,11,2,0.01556368,0.03704168,0.004007228
187,0000187.bin,187,1,5,2,0.1371248,-0.1331806,0.09914133
188,0000188.bin,188,1,7,1,0.02950016,-0.0185487,0.03100974
189,0000189.bin,1400189,0,11,1,0.0197801,-0.006528469,0.01168929
190,0000190.bin,1400190,0,7,2,0.01416146,-1.937171,0.04213987
191,0000191.bin,191,1,2,1,0.1325834,-1.505829,0.09298039
192,0000192.bin,192,1,35,2,0.003403168,0.05698809,0.003899367
193,0000193.bin,1400193,1,7,2,0.02032539,-0.1677604,0.1219676
194,0000194.bin,194,0,8,1,0.009915073,-0.1422394,0.009776911
195,0000195.bin,195,0,7,2,0.02827484,0.2520624,0.08065164
196,0000196.bin,1400196,1,5,2,0.01021354,-0.01215983,0.01060213
197,0000197.bin,1400197,1,21,2,0.005236783,0.0119674,0.0181938
198,0000198.bin,700198,0,13,2,0.001820721,-0.7054298000000001,0.01099091
199,0000199.bin,199,0,5,2,0.01177168,-0.01697354,0.05199719
200,0000200.bin,700200,1,9,2,0.0379827,-0.008387292,0.02993808
201,0000201.bin,201,0,21,2,0.01035126,-0.006180428000000001,0.05172416
202,0000202.bin,2100202,2,3,2,0.08209499,-1.7807389999999998,0.2681504
203,0000203.bin,700203,2,5,2,0.00422801,-0.4377811,0.003805571
204,0000204.bin,1400204,2,11,2,0.002417465,-0.919722,0.01263453
205,0000205.bin,205,1,19,2,0.01615436,0.3900068,0.005743558
206,0000206.bin,700206,1,13,1,0.03020791,0.01841253,0.01100451
207,0000207.bin,700207,0,3,1,0.07180206,-1.457464,0.02394443
208,0000208.bin,2100208,1,2,1,0.3383917,-0.006927885999999999,0.06089369
209,0000209.bin,1400209,1,14,1,0.00675492,-0.09362475,0.005413522
210,0000210.bin,700210,1,6,1,0.06333058,0.11195539999999997,0.03201058
211,0000211.bin,3500211,1,5,2,0.007065593,-0.008442771,0.07906402
212,0000212.bin,212,2,3,2,0.03292861,0.007390245,0.03211867
213,0000213.bin,213,1,18,1,0.01165016,1.638775,0.007090681
214,0000214.bin,1400214,1,7,2,0.009362686,0.0032680020000000003,0.06366281
215,0000215.bin,700215,0,47,2,0.001699382,-1.169591,0.008022613
216,0000216.bin,216,2,2,1,0.04114037,-0.16147579999999995,0.03680875
217,0000217.bin,217,0,7,2,0.01404155,-0.01920918,0.05044193
218,0000218.bin,218,0,9,2,0.02179448,1.105094,0.03598177
219,0000219.bin,700219,0,9,2,0.02302668,-0.1672184,0.1471198
220,0000220.bin,220,0,8,1,0.02681113,-0.5350196999999999,0.01987539
221,0000221.bin,221,1,29,1,0.004635883,-0.5839211,0.009095749
222,0000222.bin,1400222,1,11,2,0.01680212,2.220549,0.01765074
223,0000223.bin,223,1,13,2,0.04279273,0.1204017,0.04292862
224,0000224.bin,224,0,3,1,0.03621553,1.627656,0.03096061
225,0000225.bin,225,0,7,1,0.02482486,0.03790478,0.09396582
226,0000226.bin,2100226,1,23,2,0.01770591,-0.6167286999999999,0.0009986101
227,0000227.bin,1400227,1,8,1,0.0396977,-0.2889782,0.01336336
228,0000228.bin,228,1,14,1,0.01554599,-0.004230995,0.03904378
229,0000229.bin,700229,0,12,1,0.01486488,0.007545566999999999,0.0103968
230,0000230.bin,230,1,7,1,0.04399423,0.2854485,0.04036794
231,0000231.bin,1400231,1,4,1,0.03821772,-0.007927960999999999,0.04799278
232,0000232.bin,700232,1,6,1,0.04328167,0.3477248,0.05043257
233,0000233.bin,1400233,1,5,2,0.1093063,-0.1156485,0.1013308
234,0000234.bin,234,1,11,2,0.03363587,0.08291543,0.1150391
235,0000235.bin,2100235,0,9,2,0.0547395,-0.005161675,0.009669437
236,0000236.bin,700236,1,6,1,0.05112598,0.7782600000000001,0.04911894
237,0000237.bin,237,0,5,2,0.1049136,-0.09997075,0.2096717
238,0000238.bin,238,0,7,2,0.005844058,1.171099,0.005183252
239,0000239.bin,1400239,0,5,2,0.03495048,-0.005309881,0.1047006
240,0000240.bin,1400240,1,14,1,0.02769636,0.04780327,0.03141543
241,0000241.bin,241,1,2,1,0.06273422,0.2664904000000001,0.1564273
242,0000242.bin,242,0,13,2,0.02962995,0.4162564,0.008955664
243,0000243.bin,243,1,11,2,0.006445556999999999,-0.003077652,0.05691676
244,0000244.bin,244,1,15,2,0.006891824,-0.4637254,0.01134698
245,0000245.bin,700245,2,3,2,0.04387835,-0.02307266,0.1432016
246,0000246.bin,700246,1,31,1,0.01651825,-0.100538,0.003167023
247,0000247.bin,1400247,1,11,2,0.02178356,-0.2487744,0.004101914
248,0000248.bin,700248,0,7,2,0.008804768000000001,0.106276,0.01561689
249,0000249.bin,249,0,5,1,0.02329675,-0.003254511,0.07848699
250,0000250.bin,250,1,5,2,0.100432,0.142849,0.2224715
251,0000251.bin,251,0,8,1,0.02459455,0.1197238,0.04755731
252,0000252.bin,2100252,0,3,1,0.04591116,0.0983258,0.1449719
253,0000253.bin,253,1,7,2,0.008624149000000001,0.06534187,0.01786401
254,0000254.bin,700254,1,8,1,0.0289575,0.01438021,0.07583747
255,0000255.bin,255,1,2,1,0.2988854,0.03926701,0.0991537
256,0000256.bin,256,1,9,2,0.013858700000000002,0.0595369,0.006545434
257,0000257.bin,257,1,23,2,0.004136008,0.2113259,0.03303572
258,0000258.bin,258,0,3,1,0.1168186,1.257046,0.06311199
259,0000259.bin,700259,0,11,2,0.01150458,-0.01178107,0.0554533
260,0000260.bin,700260,1,3,1,0.02506687,0.00834493,0.07830949
261,0000261.bin,700261,0,3,1,0.09108001,1.890137,0.14411020000000002
262,0000262.bin,262,1,9,2,0.03710414,0.02326615,0.01646258
263,0000263.bin,263,1,13,2,0.007913295,0.06398668,0.005384816
264,0000264.bin,264,0,7,1,0.04125721,-0.6943504,0.02754272
265,0000265.bin,265,1,9,2,0.01138892,0.01424017,0.01454204
266,0000266.bin,266,1,37,2,0.01077611,-1.201991,0.002195941
267,0000267.bin,267,0,7,1,0.007457927,0.07647911,0.03554326
268,0000268.bin,700268,1,17,2,0.006781214,0.3059453,0.05500623
269,0000269.bin,700269,2,3,2,0.2513105,0.07384827,0.008534948
270,0000270.bin,270,1,8,1,0.02682157,0.1634535,0.01756416
271,0000271.bin,271,1,4,1,0.0304141,0.5590674,0.058929599999999985
272,0000272.bin,272,1,9,2,0.02097789,-0.35242640000000003,0.03553323
273,0000273.bin,2800273,0,7,2,0.01742608,0.8441468000000001,0.003172721
274,0000274.bin,274,1,10,1,0.005225849,0.01883459,0.005071437
275,0000275.bin,700275,0,3,1,0.06558019,2.99301,0.1741027
276,0000276.bin,700276,0,8,1,0.03906323,0.01705966,0.02310822
277,0000277.bin,277,0,20,1,0.01859598,-0.007148563,0.005994506
278,0000278.bin,278,1,37,2,0.005673215,0.0709154,0.004426549
279,0000279.bin,700279,2,2,1,0.1065503,-0.006256363000000001,0.13377139999999998
280,0000280.bin,700280,0,6,1,0.02403446,0.10403110000000003,0.1016005
281,0000281.bin,1400281,1,9,1,0.03129882,0.1460644,0.03377044
282,0000282.bin,282,1,23,2,0.007141574,-0.4847011,0.01164184
283,0000283.bin,283,0,5,1,0.128301,-0.2277343,0.03508338
284,0000284.bin,700284,0,5,1,0.02068743,-1.058261,0.07895830000000001
285,0000285.bin,700285,1,5,1,0.06372997,-0.00301688,0.07924448
286,0000286.bin,286,0,53,2,0.004577869,0.06019093,0.00652655
287,0000287.bin,700287,1,2,1,0.03515792,-2.0667150000000003,0.1110206
288,0000288.bin,288,1,5,2,0.04029443,0.2269827,0.03263903
289,0000289.bin,289,2,5,2,0.01119579,0.04450056,0.01388807
290,0000290.bin,1400290,1,3,1,0.08866307,-0.01705518,0.01824365
291,0000291.bin,291,2,7,2,0.01651755,-0.2848281,0.005399546999999999
292,0000292.bin,700292,0,3,1,0.01501026,-0.003508633,0.03656154
293,0000293.bin,293,1,33,2,0.002609966,0.02846246,0.002515191
294,0000294.bin,294,0,6,1,0.02502155,-0.1919466,0.02257079
295,0000295.bin,295,1,4,1,0.03421945,0.008969543,0.03779344
296,0000296.bin,296,1,12,1,0.01997215,0.009353262,0.03998831
297,0000297.bin,297,1,9,2,0.02890943,-0.006882531999999999,0.0889189
298,0000298.bin,700298,0,19,1,0.003925155,0.00817144,0.005633925
299,0000299.bin,6300299,2,13,2,0.009584112,0.02957902,0.009130619
300,0000300.bin,7000300,1,13,2,0.02375401,-0.01143755,0.0060082090000000005
301,0000301.bin,301,0,2,1,0.0977028,0.02368211,0.06138780000000001
302,0000302.bin,700302,0,55,2,0.002762033,-0.06838933,0.001716469
303,0000303.bin,700303,1,33,2,0.001067427,1.69288,0.01451082
304,0000304.bin,700304,0,10,1,0.04831607,-0.03085867,0.049626800000000006
305,0000305.bin,305,1,5,2,0.01356178,0.06043518,0.1310926
306,0000306.bin,1400306,1,11,2,0.02372798,0.9315981,0.02089348
307,0000307.bin,307,1,7,1,0.08363403,0.2161806,0.07719021
308,0000308.bin,700308,1,20,1,0.007694743,0.05925353,0.02067738
309,0000309.bin,309,1,33,1,0.003800334,-0.01477473,0.002576071
310,0000310.bin,700310,0,7,1,0.04990627,-1.696753,0.0651443
311,0000311.bin,1400311,0,11,2,0.012809,0.7347085,0.03590804
312,0000312.bin,700312,0,8,1,0.01785953,0.1099492,0.01977468
313,0000313.bin,1400313,1,7,1,0.07291297,0.06050392,0.07343366
314,0000314.bin,314,1,24,1,0.003955289,-0.01259564,0.002525178
315,0000315.bin,315,1,34,1,0.002041254,-0.008984696,0.002455589
316,0000316.bin,1400316,0,9,1,0.07376232,0.1613204,0.07237099
317,0000317.bin,317,0,11,2,0.009033354,-0.06575899,0.01759846
318,0000318.bin,318,1,12,1,0.01541801,-0.3960525,0.01347109
319,0000319.bin,700319,1,8,1,0.02144982,-0.9390507,0.06245581
320,0000320.bin,700320,1,3,1,0.03741618,1.254752,0.2208172
321,0000321.bin,321,1,21,2,0.007078308,0.439232,0.05179232
322,0000322.bin,322,0,45,2,0.001591279,0.01088987,0.01730648
323,0000323.bin,323,0,13,1,0.03760545,-0.06453907,0.01429252
324,0000324.bin,1400324,1,7,1,0.011671700000000002,-0.9511289,0.06554461
325,0000325.bin,1400325,0,5,2,0.2675427,1.285149,0.006135216999999999
326,0000326.bin,326,1,8,1,0.01575029,-0.25181770000000003,0.02490518
327,0000327.bin,700327,0,11,1,0.01566866,0.01538891,0.0576286
328,0000328.bin,1400328,0,11,2,0.01175845,-0.01878236,0.02941031
329,0000329.bin,329,1,15,2,0.004301689,-0.6966355,0.002096604
330,0000330.bin,330,0,23,1,0.01092978,0.8109378,0.0049539
331,0000331.bin,331,0,5,2,0.0730172,-0.07592549,0.0566123
332,0000332.bin,332,0,8,1,0.07189468,-0.02291728,0.01592112
333,0000333.bin,333,1,25,2,0.01012109,-0.03166552,0.00352008
334,0000334.bin,700334,0,5,2,0.009630171,0.01667428,0.05202366
335,0000335.bin,2100335,1,3,1,0.08661283,0.0164339,0.07805639
336,0000336.bin,336,1,11,2,0.007060419,-0.05464102,0.05306038
337,0000337.bin,337,1,2,1,0.10432539999999997,-0.03619626,0.02955068
338,0000338.bin,700338,0,7,2,0.05630466,-0.7507691999999999,0.1932287
339,0000339.bin,5600339,2,2,1,0.2224616,-0.5864344,0.1402983
340,0000340.bin,340,1,5,2,0.01714138,-0.35336690000000004,0.01692389
341,0000341.bin,2800341,1,7,1,0.02456077,2.647293,0.01897338
342,0000342.bin,342,0,10,1,0.05886332,-0.005645434,0.06744913
343,0000343.bin,700343,1,15,2,0.06510741,0.07257555,0.07429
344,0000344.bin,700344,0,15,2,0.0031936140000000004,-0.1609517,0.01803192
345,0000345.bin,345,0,19,2,0.005994361,2.213892,0.06685623
346,0000346.bin,1400346,1,2,1,0.1016359,0.003149779,0.123298
347,0000347.bin,1400347,1,2,1,0.2295527,-0.01595201,0.08517127
348,0000348.bin,348,0,29,2,0.002234246,-2.73684,0.04638977
349,0000349.bin,349,1,23,2,0.01227524,0.007988252,0.01838219
350,0000350.bin,2800350,0,9,2,0.01120429,0.9975831,0.12024669999999997
351,0000351.bin,351,1,13,2,0.03041407,-0.04400961,0.01854831
352,0000352.bin,352,0,13,2,0.007841018,-2.911135,0.006378436
353,0000353.bin,353,0,10,1,0.02264619,-0.006174949,0.02186526
354,0000354.bin,354,0,15,1,0.0027110840000000003,0.02496316,0.01565526
355,0000355.bin,355,0,3,1,0.02112721,0.2004505,0.02071799
356,0000356.bin,356,1,6,1,0.0411153,0.1396501,0.04981531
357,0000357.bin,357,1,3,1,0.04989607,0.1236434,0.15295599999999998
358,0000358.bin,358,0,10,1,0.005973652,0.005070662,0.009992713
359,0000359.bin,359,0,15,2,0.00315004,0.21230170000000004,0.007403595
360,0000360.bin,360,1,6,1,0.05383416,0.1317214,0.01319301
361,0000361.bin,700361,1,15,2,0.01720135,0.2261393,0.05259184
362,0000362.bin,2100362,1,5,2,0.03986004,0.4969576,0.03230386
363,0000363.bin,1400363,1,4,1,0.01903392,-0.3186887,0.09251552
364,0000364.bin,700364,0,5,2,0.1072382,-0.008622768000000001,0.007380293
365,0000365.bin,700365,0,3,1,0.0304157,0.05150619,0.014346200000000003
366,0000366.bin,366,1,11,1,0.02052711,0.04046305,0.03609675
367,0000367.bin,2800367,0,6,1,0.01656056,0.01273677,0.0762164
368,0000368.bin,700368,0,6,1,0.02307408,0.01069774,0.00795949
369,0000369.bin,369,1,5,2,0.008842816,0.01264148,0.1682698
370,0000370.bin,370,0,9,2,0.05027226,-0.05186554,0.006334841
371,0000371.bin,700371,1,7,1,0.06916706,-0.04446656,0.06240800000000001
372,0000372.bin,1400372,0,17,1,0.003631413,-0.2801337,0.02501459
373,0000373.bin,373,0,2,1,0.1852728,-0.01603888,0.3360574
374,0000374.bin,374,0,7,2,0.009920466,0.4675405,0.08564361
375,0000375.bin,375,1,12,1,0.008382878,0.02601947,0.02309656
376,0000376.bin,376,1,7,2,0.01882197,0.01051915,0.02058119
377,0000377.bin,1400377,1,5,2,0.05184939,0.09352937,0.009843902
378,0000378.bin,700378,1,27,2,0.02338988,0.3303913,0.02462463
379,0000379.bin,2800379,0,5,1,0.03783135,-0.2599339,0.01767775
