,runstring,m1,m2,m3
342,0000342.bin,2.6922099203999996e-05,1.3625496884999997e-05,9.483473999999999e-09
343,0000343.bin,2.2072809758999998e-05,1.2326155841999997e-05,7.3200557430000005e-06
344,0000344.bin,2.5855721891999996e-05,1.8064879833e-05,5.96645049e-07
345,0000345.bin,2.2147359233999996e-05,1.1955264321e-05,1.013794782e-06
346,0000346.bin,2.7161282148e-05,1.4535348828000001e-05,5.3261208e-07
347,0000347.bin,2.1005939955e-05,1.3361731383e-05,4.5153107999999997e-07
348,0000348.bin,2.7077174123999997e-05,1.5473639180999998e-05,8.83869987e-07
349,0000349.bin,2.3862081242999998e-05,1.1126121005999998e-05,8.115757650000001e-07
350,0000350.bin,2.3308832547e-05,1.121194074e-05,2.368400034e-06
351,0000351.bin,2.6539129617e-05,1.5310873578e-05,6.71596926e-07
352,0000352.bin,2.4963683745e-05,1.2811236437999999e-05,2.04489285e-07
353,0000353.bin,2.5230584378999998e-05,1.2157408263e-05,3.9410471099999995e-07
354,0000354.bin,2.0008076088e-05,1.0672965303e-05,1.754430678e-06
355,0000355.bin,1.9409731341e-05,1.4640510884999999e-05,5.96329734e-07
356,0000356.bin,2.1817788992999997e-05,1.1201964774e-05,9.0633543e-08
357,0000357.bin,1.9777920161999995e-05,1.1535973449e-05,9.942933e-09
358,0000358.bin,1.9972175223e-05,1.1808970173000001e-05,9.960239289e-06
359,0000359.bin,2.6326964664e-05,1.3080161094e-05,2.3974780829999997e-06
360,0000360.bin,2.2624917315e-05,1.3478806341e-05,2.49119871e-07
361,0000361.bin,2.4010027041e-05,1.843025184e-05,8.043235200000001e-07
362,0000362.bin,2.3489411946e-05,1.1661084435e-05,7.836427599e-06
363,0000363.bin,2.2405815432e-05,1.6665364716e-05,3.128996871e-06
364,0000364.bin,2.3220433235999997e-05,1.0270046786999998e-05,8.71365495e-07
365,0000365.bin,2.7303366090000002e-05,1.6069092039e-05,1.7161844699999998e-07
366,0000366.bin,1.9655677041000002e-05,1.4411937540000004e-05,3.17305989e-07
367,0000367.bin,2.3987147184e-05,1.1858678832000002e-05,1.93615422e-07
368,0000368.bin,2.4202861683e-05,1.2310573275e-05,6.523116599999999e-08
369,0000369.bin,2.3848492667999996e-05,1.6830616803000005e-05,2.01945744e-07
370,0000370.bin,2.5294656387e-05,1.3719995288999998e-05,5.72624052e-07
371,0000371.bin,2.3722784085e-05,1.4660588942999998e-05,1.3752809069999999e-06
372,0000372.bin,2.1850356527999997e-05,1.2731548829999999e-05,4.50317868e-07
373,0000373.bin,2.1068306259e-05,8.985135158999999e-06,7.3186113e-08
374,0000374.bin,2.2996757784e-05,1.2078531465000001e-05,5.721817100999999e-06
375,0000375.bin,2.5398512138999998e-05,1.6562427882e-05,1.952481531e-06
376,0000376.bin,2.3492553083999997e-05,1.0575205641000001e-05,2.8053215189999995e-06
377,0000377.bin,2.376114741e-05,1.7638504884e-05,2.178655479e-06
378,0000378.bin,2.5565481941999997e-05,1.0162353201e-05,1.2341369040000002e-06
379,0000379.bin,2.5489857392999998e-05,1.4629339725e-05,7.29557829e-07
380,0000380.bin,3.098726630999999e-05,1.7643658031999997e-05,3.7790652900000004e-07
381,0000381.bin,2.2385734371000002e-05,1.1126742627e-05,1.500277779e-06
382,0000382.bin,2.3567913368999997e-05,9.202996803e-06,1.6420103699999998e-07
383,0000383.bin,2.5558977444e-05,1.3480719252e-05,1.2138765638999998e-05
384,0000384.bin,2.3644892271e-05,1.0244001768e-05,1.33312179e-07
385,0000385.bin,2.1864833991e-05,1.4904084195e-05,4.629124499999999e-08
386,0000386.bin,2.4137150036999998e-05,1.4663865216000001e-05,1.740031293e-06
387,0000387.bin,3.0087726669e-05,1.6802517732e-05,3.856065213e-06
388,0000388.bin,2.6300201927999995e-05,1.58519361e-05,1.3550557019999999e-05
389,0000389.bin,2.0730240531e-05,1.1116057952999999e-05,3.3840807e-07
390,0000390.bin,2.4941899983e-05,1.564761198e-05,1.0882391520000002e-06
391,0000391.bin,2.4227966763e-05,1.1526736221e-05,2.12237025e-07
392,0000392.bin,2.8266971732999998e-05,1.3529463948000002e-05,9.016957950000001e-07
393,0000393.bin,2.4566335793999996e-05,1.250593344e-05,1.9306287e-08
394,0000394.bin,2.0865138293999998e-05,1.0426425009e-05,2.301111813e-06
395,0000395.bin,2.4438074660999997e-05,1.166461296e-05,3.18657339e-07
396,0000396.bin,2.4022495497000003e-05,1.3179148983e-05,5.93681088e-07
397,0000397.bin,2.1500630151e-05,1.3461232785e-05,1.6697280599999998e-07
398,0000398.bin,2.0935177263000003e-05,1.3045620588000001e-05,4.5420975599999995e-07
399,0000399.bin,2.6425201802999995e-05,1.3453869429000001e-05,5.7636579e-07
400,0000400.bin,1.7711772078e-05,1.1695865180999999e-05,1.9833313500000005e-07
401,0000401.bin,2.2646746122000002e-05,1.1881270400999999e-05,1.1438544117e-05
402,0000402.bin,2.5580205651e-05,1.3052260220999999e-05,8.545534998e-06
403,0000403.bin,2.6463057621000003e-05,1.1435231808000002e-05,4.2748005300000005e-07
404,0000404.bin,1.9151551419000003e-05,9.068663604e-06,5.77104528e-07
405,0000405.bin,2.5729761056999997e-05,1.3659556911e-05,2.2629106499999997e-07
406,0000406.bin,2.3651429801999998e-05,1.1955618674999999e-05,3.8011974e-08
407,0000407.bin,2.1695416742999998e-05,1.3516683180000001e-05,4.2579537e-07
408,0000408.bin,2.7014795808e-05,1.0070812751999999e-05,1.14495381e-07
409,0000409.bin,1.9281536274e-05,9.48872925e-06,5.110430325e-06
410,0000410.bin,2.2241455236e-05,1.5403573184999997e-05,8.68728861e-07
411,0000411.bin,2.4573984435e-05,1.3768268513999998e-05,1.39426287e-07
412,0000412.bin,2.1449798369999997e-05,1.6357019679e-05,1.3798785e-08
413,0000413.bin,2.8491680216999997e-05,1.3187055882e-05,6.671644979999999e-07
414,0000414.bin,2.3202478298999998e-05,9.490002522e-06,6.372257891999999e-06
415,0000415.bin,2.2307317032e-05,1.1877378513e-05,1.5566050499999996e-07
416,0000416.bin,2.4257050817999997e-05,1.2577296732e-05,1.007560554e-06
417,0000417.bin,2.2139521404e-05,1.5734188469999998e-05,7.260232979999999e-07
418,0000418.bin,2.4970458513e-05,1.5346516185e-05,2.1313732439999995e-06
419,0000419.bin,3.0160696565999995e-05,1.3612532934e-05,6.627654033e-06
420,0000420.bin,2.6784102344999998e-05,1.1846129295000001e-05,5.270868602999999e-06
421,0000421.bin,2.4607017435e-05,1.3743400671e-05,3.76999623e-07
422,0000422.bin,2.1172101950999997e-05,1.1739234507000001e-05,3.261258e-08
423,0000423.bin,2.6011550565000002e-05,1.4291502225e-05,9.83488506e-07
424,0000424.bin,2.6899015142999997e-05,1.3743839109e-05,7.1606535e-07
425,0000425.bin,2.1540798278999998e-05,1.1752946205000001e-05,3.0240029819999998e-06
426,0000426.bin,2.2952448519e-05,1.1667820163999999e-05,6.910212308999999e-06
427,0000427.bin,2.3388009644999995e-05,1.2982947977999998e-05,3.4247953739999998e-06
428,0000428.bin,2.5460067633e-05,9.732765041999999e-06,8.215817610000001e-06
429,0000429.bin,2.4557509977e-05,1.2584828256e-05,6.655909259999999e-07
430,0000430.bin,2.5095947876999997e-05,1.2748419684e-05,3.126468345e-06
431,0000431.bin,2.5740688973999997e-05,1.2892095216000001e-05,3.691464777e-06
432,0000432.bin,2.0883114251999998e-05,1.0538040513e-05,8.18924106e-07
433,0000433.bin,1.8979527567e-05,1.3838505680999997e-05,2.9886156299999997e-07
434,0000434.bin,2.3426922518999995e-05,1.2832182363e-05,5.1576525e-08
435,0000435.bin,2.8364821484999997e-05,1.2386281907999999e-05,8.04368565e-07
436,0000436.bin,2.2670034386999993e-05,1.4550895359e-05,1.7015727728999998e-05
437,0000437.bin,2.4368480135999997e-05,1.2901440551999997e-05,6.343296959999999e-07
438,0000438.bin,3.0842485674e-05,1.2011303303999999e-05,7.6273197e-07
439,0000439.bin,2.5658466834e-05,1.4177949786000001e-05,1.3728845129999998e-06
440,0000440.bin,2.2320905607e-05,1.2534488967e-05,1.160314155e-06
441,0000441.bin,2.0355279944999996e-05,1.3895433551999999e-05,3.5063028000000003e-08
442,0000442.bin,2.5849325502e-05,1.5837834012e-05,1.3312878579e-05
443,0000443.bin,2.4431918510999996e-05,1.1905759866e-05,2.40567327e-07
444,0000444.bin,2.2085431367999998e-05,9.336399072000001e-06,8.194733547000001e-06
445,0000445.bin,2.1368372025e-05,1.7021343339e-05,5.343327989999999e-06
446,0000446.bin,2.8500127656000003e-05,1.2728861145e-05,2.8501472999999997e-08
447,0000447.bin,2.1082924863e-05,9.979077108e-06,1.5255540299999998e-07
448,0000448.bin,2.5090716650999996e-05,1.7035292274000004e-05,1.808538732e-06
449,0000449.bin,2.3888858993999997e-05,1.3179163998000002e-05,6.254378129999999e-07
450,0000450.bin,2.5753064336999997e-05,1.3046407374e-05,1.3623710100000003e-07
451,0000451.bin,2.4067474431000005e-05,1.2137225099999998e-05,7.7144067e-08
452,0000452.bin,2.1467951504999997e-05,1.5234813594e-05,3.79558179e-07
453,0000453.bin,2.2957962026999997e-05,1.2677491826999999e-05,8.638850219999999e-07
454,0000454.bin,2.6868856014e-05,1.3836310488e-05,6.91482792e-07
455,0000455.bin,2.8012179194999997e-05,1.2234146924999997e-05,2.0368628279999998e-06
456,0000456.bin,2.3548898373e-05,1.6803307521e-05,1.393938546e-06
457,0000457.bin,2.0170529378999995e-05,9.597521933999998e-06,1.0430620199999999e-06
458,0000458.bin,2.3542333815e-05,1.0361422071000001e-05,1.4675270609999999e-05
459,0000459.bin,2.1994455483e-05,1.3654592951999997e-05,3.4762487759999998e-06
460,0000460.bin,2.3346135813e-05,1.2884987114999999e-05,3.5685850199999995e-07
461,0000461.bin,2.5476370919999998e-05,1.1297607320999999e-05,1.6746079349999997e-06
462,0000462.bin,2.7079234181999997e-05,1.3998235251e-05,1.0803649857000001e-05
463,0000463.bin,1.9357782444e-05,1.1265246993e-05,4.93065573e-07
464,0000464.bin,2.5053884856e-05,1.4496297815999998e-05,4.00417017e-07
465,0000465.bin,2.3121193094999996e-05,1.699130433e-05,1.060833774e-06
466,0000466.bin,2.5777274523e-05,1.4107442349e-05,3.081618539999999e-07
467,0000467.bin,2.3011319331e-05,1.3808109315e-05,5.9552493e-07
468,0000468.bin,2.4356975642999996e-05,1.2350284947e-05,1.4938603680000002e-06
469,0000469.bin,2.4107537453999997e-05,1.2593639058000001e-05,1.2414462059999998e-05
470,0000470.bin,2.2533226716e-05,1.1930513594999999e-05,4.77678201e-07
471,0000471.bin,2.2500130652999997e-05,1.5274777518e-05,1.0096689603e-05
472,0000472.bin,1.9543941416999998e-05,1.143521379e-05,1.701427728e-06
473,0000473.bin,2.4875143293e-05,1.3800875088e-05,2.3409886499999997e-07
474,0000474.bin,2.2417671276000002e-05,1.2609128532e-05,9.963473520000001e-07
475,0000475.bin,2.4417290898e-05,1.7577652092e-05,1.0278335067e-05
476,0000476.bin,2.6586583023e-05,1.532118588e-05,2.186045862e-06
477,0000477.bin,2.2292719448999998e-05,1.3787703929999999e-05,1.0720076367e-05
478,0000478.bin,2.1196246071000004e-05,1.1286523248e-05,8.365195839e-06
479,0000479.bin,2.0416583187e-05,1.0856073228e-05,1.060170111e-06
480,0000480.bin,2.1756512777999996e-05,1.2883077207e-05,1.9925805899999997e-07
481,0000481.bin,2.3842054236e-05,9.410353953e-06,5.037532499999999e-06
482,0000482.bin,2.4891560693999997e-05,1.092140049e-05,6.40735095e-07
483,0000483.bin,2.0944708785e-05,1.0562145594000001e-05,6.168582419999998e-07
484,0000484.bin,2.5387440077999994e-05,1.2844843011e-05,3.5175640499999995e-07
485,0000485.bin,2.3656336703999997e-05,1.3099905818999999e-05,3.5032997999999997e-07
486,0000486.bin,2.2701004326e-05,1.2193420238999998e-05,5.686727045999999e-06
487,0000487.bin,2.1424888484999996e-05,9.126804687e-06,1.44432288e-07
488,0000488.bin,2.2811760972000002e-05,1.2269561304e-05,2.16243027e-07
489,0000489.bin,2.3522967468e-05,1.1400360972e-05,7.30506777e-07
490,0000490.bin,1.8901614732e-05,1.3250184948000002e-05,1.469524056e-06
491,0000491.bin,2.1659581943999998e-05,1.1104859766e-05,1.0920331421999998e-05
492,0000492.bin,2.7107519439e-05,1.3799697912000001e-05,1.300737438e-06
493,0000493.bin,2.3735708997e-05,1.4357565221999997e-05,4.3026984e-07
494,0000494.bin,2.3520204708e-05,1.4942768841e-05,1.395920526e-06
495,0000495.bin,2.4424242843e-05,1.3664553903000001e-05,1.439917479e-06
496,0000496.bin,2.5030377372e-05,1.1880471603e-05,1.9430635224e-05
497,0000497.bin,2.198454258e-05,1.4810693898e-05,4.1522481e-07
498,0000498.bin,2.2995838866e-05,1.1273613351e-05,2.24957733e-07
499,0000499.bin,1.9334175861e-05,9.087435356999999e-06,1.350103755e-06
500,0000500.bin,2.3764711971e-05,1.4984702732999998e-05,1.152770619e-06
501,0000501.bin,2.4915548658e-05,1.1696997311999999e-05,3.488410926e-06
502,0000502.bin,1.9666992345e-05,8.957480532e-06,1.621875255e-06
503,0000503.bin,2.8174707561e-05,1.4422303895999999e-05,6.2489427e-08
504,0000504.bin,1.8220408205999996e-05,1.2620179571999998e-05,8.60830971e-07
505,0000505.bin,2.8220956764e-05,1.5309549255e-05,2.7756128399999995e-07
506,0000506.bin,2.5513412924999997e-05,1.2569389832999998e-05,1.149500352e-06
507,0000507.bin,2.3212574384999992e-05,1.2756873129e-05,5.139676542e-06
508,0000508.bin,2.30999769e-05,1.3331377058999998e-05,1.2310858559999999e-06
509,0000509.bin,1.7782546781999998e-05,1.4467484031e-05,1.211563353e-06
510,0000510.bin,1.9073677623e-05,1.1007391395000001e-05,2.022307287e-06
511,0000511.bin,2.5071016971000002e-05,1.2224954742e-05,9.132123e-08
512,0000512.bin,2.3034445433999998e-05,1.4034769748999998e-05,2.43029787e-07
513,0000513.bin,2.5161788651999997e-05,1.3910283386999999e-05,4.832517690000001e-07
514,0000514.bin,2.4370738391999998e-05,1.2482293824e-05,3.5921045159999997e-06
515,0000515.bin,2.516682168e-05,1.6923454548e-05,4.351217871e-06
516,0000516.bin,2.3841000183e-05,8.632387764e-06,6.5421165809999995e-06
517,0000517.bin,2.3031724716e-05,1.1621189579999998e-05,1.50531381e-07
518,0000518.bin,2.00759559e-05,1.4636820197999999e-05,9.99584586e-07
519,0000519.bin,2.592432843e-05,1.2429975558000001e-05,2.523435915e-06
520,0000520.bin,2.6620925331e-05,1.5153837699e-05,3.0431080679999998e-06
521,0000521.bin,2.3435405994000004e-05,1.3705848155999997e-05,2.648282637e-06
522,0000522.bin,2.1948951024e-05,1.2010123125e-05,2.56122867e-07
523,0000523.bin,2.3314234944e-05,1.3590746169e-05,7.648848207e-06
524,0000524.bin,2.2802004225e-05,1.308461154e-05,3.157525371e-06
525,0000525.bin,2.7634672065000002e-05,1.4127997883999999e-05,2.451312864e-06
526,0000526.bin,2.3855333501999997e-05,1.3678190526e-05,3.617047434e-06
527,0000527.bin,2.6984585627999997e-05,1.4026400388e-05,8.329631309999999e-07
528,0000528.bin,2.3489691225e-05,1.1031115095e-05,5.81146566e-07
529,0000529.bin,2.0039148128999995e-05,1.4081322254999998e-05,2.841075237e-06
530,0000530.bin,2.3950024098e-05,1.1933753832000002e-05,3.4574740199999993e-07
531,0000531.bin,2.4167107965000002e-05,1.3288659384e-05,1.7845537709999997e-06
532,0000532.bin,2.4647350727999997e-05,1.2771936176999998e-05,6.300954659999999e-07
533,0000533.bin,2.5259908673999997e-05,1.0979103134999999e-05,7.524977460000001e-07
534,0000534.bin,2.5808673890999997e-05,1.705971267e-05,1.9945025099999996e-07
535,0000535.bin,2.6196871700999995e-05,1.9858427589000003e-05,3.6693657e-08
536,0000536.bin,2.5244884665000003e-05,1.4920090184999999e-05,4.75221747e-07
537,0000537.bin,2.0924216313e-05,1.1396547161999998e-05,2.9423093699999997e-07
538,0000538.bin,2.2596151577999998e-05,1.5453948509999997e-05,7.724316600000002e-08
539,0000539.bin,2.1979020063e-05,1.3390404027e-05,8.081073000000001e-08
540,0000540.bin,2.6281694438999995e-05,1.154977824e-05,8.3615532e-08
541,0000541.bin,2.3334141831e-05,1.1692390709999999e-05,9.092963879999999e-07
542,0000542.bin,2.6482508051999998e-05,1.5750107373e-05,1.8068750700000002e-07
543,0000543.bin,2.4894356486999997e-05,1.3751022284999998e-05,7.15116402e-07
544,0000544.bin,2.519616099e-05,1.5714470772e-05,1.007773767e-06
545,0000545.bin,2.7168654513e-05,1.8541882358999994e-05,1.357464108e-06
546,0000546.bin,2.5215839649000002e-05,1.2184558386e-05,9.161312159999998e-07
547,0000547.bin,2.0213448255e-05,1.0070149089e-05,1.296779484e-06
548,0000548.bin,2.0655309674999996e-05,1.4287021749e-05,4.13798385e-07
549,0000549.bin,2.4901749873e-05,1.6136185065e-05,5.669712048e-06
550,0000550.bin,2.5051092066e-05,1.4103328238999998e-05,4.3188845699999995e-07
551,0000551.bin,2.3430913506000002e-05,1.3178386220999999e-05,9.153231087e-06
552,0000552.bin,1.9625475870000004e-05,1.1615790186e-05,9.45266322e-07
553,0000553.bin,2.2764523782000002e-05,1.4212183986e-05,1.9313434139999998e-06
554,0000554.bin,2.1927323417999998e-05,1.2794614833e-05,6.753807059999999e-07
555,0000555.bin,2.6363985647999997e-05,1.6524355848000002e-05,1.975202229e-06
556,0000556.bin,2.7183963806999996e-05,1.2298834548e-05,1.29996867e-07
557,0000557.bin,2.3644582961999995e-05,1.3982070101999998e-05,1.2791128349999998e-06
558,0000558.bin,3.0269585346000004e-05,1.5737951229e-05,2.2645322700000003e-07
559,0000559.bin,2.1987527561999997e-05,1.0034539515e-05,3.745888146e-06
560,0000560.bin,1.9099236156e-05,1.0188896718e-05,8.593985400000001e-07
561,0000561.bin,2.7288318056999998e-05,1.3718139435e-05,1.1522213703e-05
562,0000562.bin,2.7073020975e-05,1.2794999217e-05,2.1250858628999997e-05
563,0000563.bin,2.6164919781e-05,1.4257814570999998e-05,4.90654164e-07
564,0000564.bin,2.6805309531e-05,1.3296037755e-05,2.902354455e-06
565,0000565.bin,2.3412655265999998e-05,1.3519103598000001e-05,2.149559412e-06
566,0000566.bin,2.3482042584e-05,1.5395819438999997e-05,2.6396970599999994e-06
567,0000567.bin,2.4866014173e-05,1.231211982e-05,2.35729494e-07
568,0000568.bin,2.0581817256e-05,8.915000094e-06,3.080606529e-06
569,0000569.bin,3.1336716410999995e-05,1.4064412362e-05,1.80705525e-07
570,0000570.bin,2.3187955791000003e-05,1.1676691025999998e-05,2.5918292399999997e-06
571,0000571.bin,2.4954125195999996e-05,9.535648122e-06,3.8821282500000004e-07
572,0000572.bin,2.2402827447e-05,1.2517293788999998e-05,1.76954778e-07
573,0000573.bin,2.5206620438999997e-05,1.615740126e-05,9.447708270000001e-07
574,0000574.bin,1.9582193630999997e-05,1.2487023549e-05,9.04218315e-07
575,0000575.bin,2.0083619556e-05,1.1525255742e-05,1.3172659499999999e-07
576,0000576.bin,2.3885309448e-05,1.3371004646999998e-05,2.280730452e-06
577,0000577.bin,2.2737436722e-05,1.3260761514e-05,1.0549208669999998e-06
578,0000578.bin,2.3913177288e-05,8.857000152e-06,6.931269345000001e-06
579,0000579.bin,2.4003483503999994e-05,1.1267433176999998e-05,4.888565682e-06
580,0000580.bin,2.2842037218e-05,1.1192775594000002e-05,5.757907154999999e-06
581,0000581.bin,2.5256899667999997e-05,1.4426799387e-05,5.92705113e-07
582,0000582.bin,2.1833566755e-05,1.3920367461e-05,2.5680364709999997e-06
583,0000583.bin,2.0635748133e-05,9.473801337e-06,6.998122131e-06
584,0000584.bin,2.2558478943e-05,1.1401309919999999e-05,1.2039387359999997e-06
585,0000585.bin,1.8692596923e-05,1.4053805766e-05,2.015304291e-06
586,0000586.bin,2.6418345953999995e-05,1.4123115005999997e-05,6.52068417e-07
587,0000587.bin,2.467877412e-05,1.2962842893e-05,9.9714615e-08
588,0000588.bin,2.5479530075999995e-05,1.5030945929999999e-05,1.05894789e-07
589,0000589.bin,2.3776868115e-05,1.3732682963999999e-05,6.86434749e-07
590,0000590.bin,2.018421405e-05,1.2128107992000001e-05,2.8143785669999995e-06
591,0000591.bin,2.3248033808999998e-05,1.1252610369e-05,2.532964434e-06
592,0000592.bin,2.1535152639e-05,1.1704594901999998e-05,1.3231818599999997e-06
593,0000593.bin,2.3543535015e-05,1.5520476972e-05,2.6809282500000002e-06
594,0000594.bin,1.6739559836999997e-05,1.1209715516999998e-05,5.88185598e-07
595,0000595.bin,2.1305915631e-05,1.1219511302999999e-05,2.3549225700000003e-07
596,0000596.bin,2.2996955982e-05,9.784299525e-06,2.34750516e-07
597,0000597.bin,2.3254565334e-05,1.5236149928999999e-05,1.099716618e-06
598,0000598.bin,2.2921760861999998e-05,1.1217793587e-05,1.386527142e-06
599,0000599.bin,2.3983738778999996e-05,1.5544957428e-05,7.83203421e-07
600,0000600.bin,2.4499720244999997e-05,8.621315703e-06,2.3784060299999998e-07
601,0000601.bin,2.0214253058999997e-05,1.2936680756999999e-05,2.421273855e-06
602,0000602.bin,2.2440229812e-05,1.1822880069e-05,3.096093e-09
603,0000603.bin,2.2246533309e-05,1.0448782344000002e-05,5.497171679999999e-06
604,0000604.bin,2.5330458152999998e-05,1.3677451787999999e-05,1.39243104e-07
605,0000605.bin,2.3951654726999997e-05,1.1507721225e-05,1.538554017e-06
606,0000606.bin,2.7797428659e-05,1.488025539e-05,1.2550227689999997e-06
607,0000607.bin,2.5832932124999998e-05,1.0975475511e-05,1.8438278859000004e-05
608,0000608.bin,2.1742281561e-05,1.6067848797e-05,7.25257533e-07
609,0000609.bin,2.1493774302e-05,9.154801656e-06,5.2978926e-07
610,0000610.bin,2.3773312563e-05,1.1460081633e-05,4.727890167e-06
611,0000611.bin,2.5242641424e-05,1.2548218683e-05,4.34828394e-07
612,0000612.bin,2.1957596661e-05,1.4678823159e-05,5.1327275999999996e-08
613,0000613.bin,2.3397198825e-05,1.2457335891000001e-05,8.60356497e-07
614,0000614.bin,2.7227633432999997e-05,1.4114931830999998e-05,2.7031504499999997e-07
615,0000615.bin,2.8053413388e-05,1.2204534342e-05,1.514776263e-06
616,0000616.bin,2.1911308419e-05,1.269491223e-05,2.1014624631000002e-05
617,0000617.bin,2.1425903499e-05,1.3678058393999998e-05,5.570258693999999e-06
618,0000618.bin,1.8463428984e-05,1.0026383366999999e-05,4.05077673e-07
619,0000619.bin,2.7496615146e-05,1.2856116272999997e-05,2.504318817e-06
620,0000620.bin,2.3662480842e-05,1.3811643845999998e-05,2.3281688429999997e-06
621,0000621.bin,2.8568806266e-05,1.3764049299000001e-05,4.69825356e-07
622,0000622.bin,2.4323504205e-05,1.2928053137999999e-05,8.036955927e-06
623,0000623.bin,2.1467693247e-05,9.646104468e-06,8.81731851e-07
624,0000624.bin,2.0100928848e-05,1.3765463712000001e-05,2.50906656e-07
625,0000625.bin,2.3005481499e-05,1.2568888332000001e-05,9.44938995e-07
626,0000626.bin,2.2732055346000002e-05,1.3276809545999999e-05,1.642806165e-06
627,0000627.bin,2.2835067255e-05,1.4466820368e-05,5.771195429999999e-07
628,0000628.bin,2.5344530211e-05,9.383017644e-06,6.20485866e-07
629,0000629.bin,2.0787705939e-05,1.2007072076999998e-05,2.472426957e-06
630,0000630.bin,2.5499971497e-05,9.941905974e-06,1.7253012776999997e-05
631,0000631.bin,2.1430582173e-05,1.1706886191e-05,7.57996239e-07
632,0000632.bin,2.3686246584e-05,1.2519783275999999e-05,8.909120219999998e-07
633,0000633.bin,2.3075250198000005e-05,1.3696764080999998e-05,1.134335202e-06
634,0000634.bin,2.2510539051e-05,1.2441122694000003e-05,1.2907314420000001e-06
635,0000635.bin,2.5088028965999996e-05,1.0951241300999998e-05,9.940140209999999e-07
636,0000636.bin,2.5848151328999998e-05,1.5507543050999997e-05,3.58284927e-07
637,0000637.bin,2.2705115433e-05,1.1327892575999999e-05,2.2152530399999998e-07
638,0000638.bin,1.8914149254e-05,1.3622190582e-05,7.949409468000001e-06
639,0000639.bin,2.0841699879e-05,1.1669513856e-05,2.414096685e-06
640,0000640.bin,2.6826919119e-05,1.45639494e-05,1.408295889e-06
641,0000641.bin,2.1082816755e-05,9.644560925999999e-06,7.02137436e-07
642,0000642.bin,2.3083565505e-05,9.762419667e-06,3.281011734e-06
643,0000643.bin,2.4743927208e-05,1.2886410537000001e-05,1.735058325e-06
644,0000644.bin,1.9686334668e-05,9.417395988e-06,4.6261214999999995e-07
645,0000645.bin,2.6855723894999997e-05,1.2399951563999999e-05,1.000710711e-06
646,0000646.bin,1.8971839887e-05,9.829731912e-06,6.699116424e-06
647,0000647.bin,2.5943971053e-05,1.2977491527e-05,3.3258224999999995e-08
648,0000648.bin,2.2330557249e-05,1.3421271863999998e-05,1.188013827e-06
649,0000649.bin,2.1792954182999998e-05,1.2490723245e-05,2.8768499759999997e-06
650,0000650.bin,2.5772730984e-05,1.3014623621999999e-05,3.16645329e-07
651,0000651.bin,2.606012409e-05,1.2901659770999999e-05,1.061299239e-06
652,0000652.bin,2.8207272093e-05,1.2870380523e-05,4.01552151e-07
653,0000653.bin,2.7403038663e-05,1.3383641270999998e-05,4.929004079999999e-07
654,0000654.bin,2.2047092066999997e-05,1.2866155302e-05,1.1525514e-08
655,0000655.bin,2.2901412534e-05,1.2705446754e-05,1.08774666e-07
656,0000656.bin,2.6724678980999998e-05,1.1713063362e-05,4.673646978e-06
657,0000657.bin,2.2739157441e-05,1.3318608303e-05,1.82336154e-07
658,0000658.bin,2.6552649123e-05,1.4446940508e-05,5.839393559999999e-07
659,0000659.bin,2.3977513559999998e-05,9.566272716e-06,6.05846241e-07
660,0000660.bin,2.3422775376e-05,1.2662834184e-05,1.467689223e-06
661,0000661.bin,2.3052787758e-05,1.2354194853e-05,1.7383165800000002e-06
662,0000662.bin,1.9932989075999998e-05,1.2840416588999998e-05,1.1702390699999998e-07
663,0000663.bin,2.5759328594999997e-05,1.2072624563999999e-05,1.4202147959999999e-06
664,0000664.bin,2.510192685e-05,1.1411541141e-05,3.858404549999999e-07
665,0000665.bin,2.5741052337e-05,1.5764290541999998e-05,5.22897375e-07
666,0000666.bin,2.2353968637e-05,9.759888137999999e-06,9.102159066e-06
667,0000667.bin,2.3049592565999997e-05,1.4032388369999999e-05,1.610938329e-06
668,0000668.bin,2.5594094526000003e-05,1.3949859924e-05,2.0178057899999995e-07
669,0000669.bin,2.4891113247000003e-05,1.3299830544e-05,1.433947515e-06
670,0000670.bin,2.2654586955e-05,1.0874262399e-05,1.078629552e-06
671,0000671.bin,2.1563861318999996e-05,1.2477894428999999e-05,5.182000824e-06
672,0000672.bin,2.8720205514e-05,1.0689848169e-05,2.871024156e-06
673,0000673.bin,2.5236239027999996e-05,1.0564409855999999e-05,1.36828692e-07
674,0000674.bin,2.2990616649e-05,1.1495892408e-05,5.0654243640000005e-06
675,0000675.bin,2.7444179762999998e-05,1.1430973553999999e-05,1.1421688278000001e-05
676,0000676.bin,2.4039372357000002e-05,1.2084351278999998e-05,8.913955049999999e-06
677,0000677.bin,2.1392615244e-05,1.3041476448e-05,3.8674135499999997e-07
678,0000678.bin,2.2981124165999997e-05,1.3599544959000003e-05,2.3181958799999998e-07
679,0000679.bin,2.4167414271000002e-05,1.5161143998000001e-05,6.901716822000001e-06
680,0000680.bin,2.1636500885999995e-05,1.3970382425999998e-05,3.603377778e-06
681,0000681.bin,2.3896006134e-05,1.4338105782e-05,6.74807133e-07
682,0000682.bin,2.1668335689e-05,1.1998474487999998e-05,2.746865121e-06
683,0000683.bin,2.7569891348999997e-05,1.4402099712e-05,2.163550389e-06
684,0000684.bin,2.2394701328999998e-05,1.1464952499000001e-05,5.851501656e-06
